,paper,authors,title,abstract,cathegory
10,2508.06507,"['Dai, Xinan', 'Fu, Haiyang', 'Yan, Zichong', 'Wang, Zitong', 'Xu, Feng', 'Wang, Chi', 'Liu, Yuhong', 'Jin, YaQiu']",Extreme Solar Storm Reveals Causal Interactions in Space Weather,"Solar storms perturb Earth's magnetosphere, triggering geomagnetic storms that threaten space-based systems and infrastructure. Despite advances in spaceborne and ground-based observations, the causal chain driving solar-magnetosphere-ionosphere dynamics remains elusive due to multiphysics coupling, nonlinearity, and cross-scale complexity. This study presents an information-theoretic framework to decipher interaction mechanisms in extreme solar geomagnetic storms across intensity levels within space weather causal chains, using 1980-2024 datasets. Unexpectedly, we uncover auroral spatial causality patterns associated with space weather threats in the Arctic during May 2024 extreme storms. By integrating causal consistency constraints into spatiotemporal modeling, SolarAurora outperforms existing frameworks, achieving superior accuracy in forecasting May/October 2024 events. These results advance understanding of space weather dynamics and establish a promising framework for scientific discovery and forecasting extreme space weather events.",Space Physics
11,2508.06509,"['Prieto-Curiel, Rafael', 'Grass, Dieter', 'Wrzaczek, Stefan', 'Campedelli, Gian Maria', 'Tragler, Gernot', 'Feichtinger, Gustav']",Reducing Cartel Violence: The Mexican Dilemma Between Social and Security Spending,"Organised crime in Mexico threatens societal stability and public safety, driving pervasive violence and economic disruption. Despite security investments and social programs designed in part to reduce involvement in crime, cartel power and violence continue to persist. This study evaluates existing policies and introduces a novel framework using optimal control theory to analyse cartel dynamics. Specifically, by modelling resource allocation between security measures and social programs, we identify optimal strategies to mitigate the impacts of cartels. Findings reveal that Mexico's largest cartel imposes an annual economic burden exceeding \text{US\$ } 19 billion, 2.5 times the government's investment in science and technology. We further demonstrate that current budget allocations between social and security programs are nearly optimal yet insufficient to reduce cartel violence significantly. In light of these findings, we demonstrate that achieving meaningful harm reduction would require a significantly larger budget and would take over a decade, even with increased funding.",Physics and Society
12,2508.06513,"['Han, Chaeyeon', 'Lieu, Seung Jae', 'Hwang, Uijeong', 'Guhathakurta, Subhrajit']",Do Streetscapes Still Matter for Customer Ratings of Eating and Drinking Establishments in Car-Dependent Cities?,"This study examines how indoor and outdoor aesthetics, streetscapes, and neighborhood features shape customer satisfaction at eating and dining establishments (EDEs) across different urban contexts, varying in car dependency, in Washington, DC. Using review photos and street view images, computer vision models quantified perceived safety and visual appeal. Ordinal logistic regression analyzed their effects on Yelp ratings. Findings reveal that both indoor and outdoor environments significantly impact EDE ratings, while streetscape quality's influence diminishes in car-dependent areas. The study highlights the need for context-sensitive planning that integrates indoor and outdoor factors to enhance customer experiences in diverse settings.",Physics and Society
13,2508.06519,"['Havvat, Yusuf']","Comparative Simulation of CEvNS Recoil Observables in Geant4 Using Germanium, Argon, and Xenon Targets","We present a Geant4-based simulation study of Coherent Elastic Neutrino-Nucleus Scattering (CEvNS) for three commonly used detector targets: Germanium, Argon, and Xenon. A custom CEvNS model was implemented, including differential cross sections and Helm form factors. Recoil energy spectra, angular distributions, and form factor effects were analyzed using ROOT. The results reveal expected trends: heavier nuclei lead to lower recoil energies and increased form factor suppression. This work provides a simulation framework to support future theoretical and experimental studies in neutrino physics and dark matter searches.",Instrumentation and Detectors
14,2508.06522,"['Liu, Yue', 'Liu, Ying', 'Drew, Michael G. B.']",Citation Issues in Wave Mechanics Theory of Microwave Absorption,"The wave mechanics theory of microwave absorption challenges the long-standing impedance-matching and quarter-wavelength paradigms by demonstrating that conventional models mistakenly conflate bulk material parameters with thin-film phenomena. Drawing on a corpus of 35 peer-reviewed papers and preprints, the study performs a citation-pattern analysis and a logical audit of established theory. Results reveal a striking asymmetry in scholarly engagement, only a handful of supportive or neutral citations appear amid widespread silence, alongside critical logical flaws in impedance matching, notably its inconsistent treatment of penetration, reflection, and absorption from film. By re-framing absorption as a wave-mechanics process governed by interference at parallel interfaces, the wave mechanics framework restores energy-conservation consistency and provides experimentally verified design rules for film thickness, phase response, and broadband performance. The paper further situates the citation neglect within broader issues of peer-review bias and paradigm inertia, illustrating how cargo-cult scientific practices can impede theoretical progress. Recommendations are offered for researchers, editors, and institutions to foster open discourse, rigorously test competing models, and update curricula and design tools accordingly.",Physics and Society
15,2508.06523,"['Vuijk, Maurits', 'Zeininger, Johannes', 'Sandoval, Luis', 'Rupprechter, Günther', 'Cuenya, Beatriz Roldan', 'Reuter, Karsten', 'Lunkenbein, Thomas', 'Scheurer, Christoph']",Multiscale Microscopy via Automation: Dual Magnification ESEM Imaging by Frame Alternation,"In Environmental Scanning Electron Microscopy (ESEM) experiments, the acquisition parameters are generally kept constant throughout the collection of a data set. This limits data collection to one data set at a time, and frequent human interaction is required to maintain the image quality. Here, we use a custom-designed automation interface to minimize such supervision and allow for the collection of multiple interlaced data sets simultaneously. The oscillatory modes of an example catalytic system (hydrogen oxidation over Co foil) were employed as a tunable spatiotemporal test case. Using our automation interface, we can implement more advanced acquisition programs into the microscope that allow dual imaging - effectively bridging reaction monitoring between different length scales. By using automation to change the settings of the acquisition after each frame, we are able to capture alternating magnifications of the same process and sample location. Both a low magnification overview of the mesoscopic surface dynamics and a high magnification field of view of the ongoing structural changes of a selected surface motif were acquired. Using such truly correlative data captured with the dual magnification method, cross-scale correlations about catalytic systems including phase information can be established.",Instrumentation and Detectors
16,2508.06527,"['Moroch, Scott', 'Chun, Carolyn', 'VanDerwerken, Doug', 'Shearin, Ariana', 'Beaudoin, Brian', 'Blaum, Klaus', 'Koeth, Timothy']",Half-life Measurements of Highly Charged Radioisotopes by Nuclear Recoil in a Penning Trap,"We present a novel method for measuring the half-life of highly charged radioisotopes by non-destructive nuclear recoil detection in a Penning ion trap. A specific emphasis is placed on $\rm ^7Be^{3+}$, which plays a crucial role in stellar evolution and the production of solar neutrinos. The determination of the half-life is necessary to constrain the free electron capture rate in the solar environment, but is difficult to measure by existing techniques. Simulations of the sympathetic cooling of the recoiled daughter nuclei ($\rm ^7Li^{3+}$) with the trapped cloud of $\rm ^7Be^{3+}$ demonstrate a decay detection efficiency of $99.5\%$. A statistical analysis of half-life measurements on ensembles containing hundreds of ions shows that a final statistical uncertainty of less than $5\%$ is achieved with only 500 measured decays. By coherent control of hyperfine populations in trapped ions, the fidelity of the technique we describe enables the direct measurement and manipulation of state-dependent decay branching ratios for the first time.",Instrumentation and Detectors
17,2508.06536,"['Shih, Cheng-Wei']",Intermediate Silicon Tracker in sPHENIX at RHIC,"The sPHENIX collaboration has been taking data since 2023 at the Relativistic Heavy Ion Collider in BNL to study the Quark-Gluon Plasma and cold Quantum Chromodynamics (QCD). The tracking system of sPHENIX consists of a time projection chamber, a MAPS-based vertex detector, and an intermediate silicon tracker (INTT). Together with the sPHENIX full barrel calorimeter system, the measurement of the heavy-flavor jets and the upsilon-state identification are enabled. INTT, surrounding the collision point azimuthally at approximately 10 cm away with two layers of silicon strip sensors, detects hit points in the intermediate area of the tracking system to enhance tracking precision. Thanks to the good timing resolution of INTT, it also provides timing information to corresponding hits of other tracking detectors. This capability eliminates pile-up events due to misidentifying bunch crossings. This proceeding discusses the achievements of INTT using Au+Au collision data taken in 2023, and the status of INTT commissioning with proton+proton collisions in 2024.",Instrumentation and Detectors
18,2508.06541,"['Dimou, A. Patsoukis', 'Lei, Q.', 'Watanabe, N.', 'Suzuki, A.']",Imaging 3D Printed Fracture Networks under Stress using X-Ray Computed Tomography,"We present a novel experimental approach based on 3D printing and X-ray computed tomography to characterize fracture aperture distribution and evolution in 3D fracture networks under varying stress loading conditions. We validate our methodology by comparing experimentally measured stress-dependent fracture apertures with both analytical solutions and numerical simulations, for both single fracture and fracture network scenarios. We show that, for fracture deformation under linear elastic regime, our experimental results agree with numerical simulation. Furthermore, by combining our new experimental methodology with advanced numerical simulations, we illuminate the complex interplay of stress and topology in fracture network deformation. Our approach opens the door for experimentally observing deformable fracture networks under stress in 3D space, which has significant implications for understanding and predicting many geophysical problems involving fractured geological media.",Instrumentation and Detectors
19,2508.06545,"['Abushawish, Mojahed', 'Baulieu, Guillaume', 'Dudouet, Jérémie', 'Stézowski, Olivier']",Neural Networks for 3D Characterisation of AGATA Crystals,"Precise localisation of gamma-ray interactions is crucial for the performance of the Advanced GAmma Tracking Array (AGATA). The Pulse Shape Analysis (PSA) method used for the position estimation of gamma-ray interactions relies on a simulated signal database. The Pulse Shape Comparison Scanning (PSCS) method was used to scan AGATA crystals in order to produce an experimental database of signals. This paper presents a novel approach using Long Short-Term Memory (LSTM) neural networks to determine the 3D interaction position of gamma rays within AGATA crystals, trained on data from IPHC Strasbourg, allowing for the construction of an experimental database. A custom masked loss function is introduced to enable training with incomplete position information. The database generated by this new method outperforms the existing simulated database, and the experimental database obtained from the conventional PSCS algorithm.",Instrumentation and Detectors
20,2508.06549,"['Tateishi, K.', 'Saito, Y.', 'Takahashi, D.', 'Sekiguchi, K.', 'Aradono, K.', 'Hirasawa, K.', 'Maeda, Y.', 'Nagao, Y.', 'Nishibata, H.', 'Otsuka, S.', 'Sakai, H.', 'Sugahara, H.', 'Suzuki, K.', 'Uesaka, T.', 'Wakasa, T.', 'Watanabe, A.']",Radiation-tolerant polarized solid target,"Polarized targets evolved into indispensable tools in particle and nuclear physics. However, the polarized solid target is degraded by high-intense beam irradiation, known as radiation damage due to target heating and radical generation. We demonstrated a radiation-tolerant polarized solid target operating at room temperature. An annealing allows the spontaneous repair of the damage by reducing unwanted radicals. Using a single crystal of $\it p$-terphenyl doped with 0.01 mol\% pentacene-$\it d$$_{14}$, Dynamic Nuclear Polarization using photoexcited triplet electrons (Triplet-DNP) was applied to proton spins at room temperature and in 0.39 T. For the proof of concept, a deuteron beam with an energy of 135 MeV/u and the intensities of 10$^7$-10$^9$ counts per second (cps) was irradiated. The proton polarization was determined to be 3.0\% $\pm$0.2\%$\rm{{(stat.)}}$ $\pm$0.1\%$\rm {{(sys.)}}$ from a scattering asymmetry. The polarization was almost not attenuated up to 10$^9$ cps, but the target crystal was yellowed. The visible-light absorption spectroscopy suggested irreversible radiation damage due to missing protons by the knock-out reaction. The room-temperature polarized solid target allows impractical experiments with the conventional target system, leading to a next-generation spin-dependent accelerator science.",Instrumentation and Detectors
21,2508.06560,"['Kiyumbi, A. S.', 'Tame, M. S.']",Experimental plasmonic sensing of malaria using an aluminum metasurface,"A wide range of methods currently exist for testing the presence of malaria, each with its own advantages and disadvantages. New technologies are urgently needed to develop more effective diagnosis tools to fight and eradicate malaria. Optical biosensors that employ surface plasmon resonance (SPR) techniques are a promising category of devices for detecting malaria biomarkers. One such biomarker is plasmodium lactate dehydrogenase (pLDH), a protein produced during the life cycle of the malaria parasite, which is a metabolic enzyme found in all plasmodium species, including the most widespread falciparum. This work reports on the design, probing, and experimental performance of an optical biosensor for detecting pLDH based on SPR and extraordinary optical transmission. The biosensor is composed of an aluminum metasurface made from an array of nanoholes. The sensor operates in the visible spectral region and achieves label-free sensing of plasmodium falciparum LDH (pfLDH) spiked in phosphate-buffered saline. The sensor has a spectral sensitivity of 360 nm/RIU and an LOD of 1.3 nM, equivalent to 45.6 ng/mL of pfLDH. This type of optical biosensor may offer a cost-effective and high sensitivity method for active infection diagnosis.",Medical Physics
22,2508.06561,"['Milner, William R.', 'Milner, Richard G.']",Experimental Scheme for Polarizing the Boron Nuclei,"Unravelling the internal structure of hadrons and nuclei in terms of the quarks and gluons of Quantum Chromodynamics is a central focus of current nuclear physics research. Directly observing gluonic states in the nucleus would be groundbreaking and is an objective of the future Electron-Ion Collider (EIC). Over thirty years ago, Jaffe and Manohar identified a new double-helicity flip structure function, directly sensitive to exotic gluons. They pointed out that this could be measured in inclusive high-energy electron scattering from a transversely polarized nuclear target with spin $I \ge 1$. Here, we identify the spin-3 nucleus boron-10 as a particularly interesting system to search for exotic gluons. Leveraging technical advances in atomic physics over the past decade, we outline an experimental scheme to directly optically pump a beam of stable boron atoms to polarize the nuclear spin. Technical challenges to realize a spin-polarized beam of boron-10 in the EIC are discussed. The proposed scheme will also polarize the $^{11}$B nucleus, which could significantly enhance the pB fusion cross section.",Instrumentation and Detectors
23,2508.06573,"['Estrada-Rodriguez, Gissell', 'Villegas-Morral, Victor', 'Wolfram, Marie-Therese']",Decision making in heterogeneous self-propelled particle systems,"In this paper, we investigate the role of uninformed individuals in consensus formation within opinion-swarming models for self-propelled particles. The proposed models are inspired by empirical observations in animal swarming, particularly in schooling fish. We propose a coupled model that integrates spatial swarming dynamics with the evolution of individual opinions. Each individual is therefore described by its position, velocity, and a continuous opinion variable; it interacts through self-propulsion, alignment, attraction-repulsion forces, and opinion-based mechanisms. Building on classical bounded-confidence models, we introduce a three-population framework that distinguishes between leaders, followers, and uninformed individuals. Our analysis reveals that uninformed individuals, despite lacking any opinion bias, significantly influence group dynamics by diluting the effect of leaders and promoting more democratic decision-making. Numerical simulations demonstrate a variety of emergent behaviours, including flocking and milling. These findings support the role of uninformed agents in collective decision making and provide first analytical insights to understand leadership and opinion consensus in heterogeneous crowds.",Physics and Society
24,2508.06582,"['Baylor, Martha-Elizabeth', 'Almanzar, Luis A. Miranda', 'Frazier Jr., Adward', 'Mahabir, Adam', 'Tasson, Jay D.']",Computation and Experimentation as Equal Partners in a Modern Physics Lab Exercise,"Experience with experimental and computational work are important components of students' understanding of the practice of physics. Physics departments typically use specific experimental lab courses and computational lab courses to develop students' skills in these areas. However these siloed experiences do not accurately represent the nuanced interplay between the theory, computation, and experiment that occurs outside of the curricular setting when physicists are building and testing models of the physical world. To expose students to this interplay, we have integrated computational and experimental work as equal partners within two radioactivity labs that occur within our modern physics lab course - the decay of $^{137}{\rm Ba}$ and the simultaneous decay of two silver isotopes in pre-1965 quarters. We present both of these labs and potential extensions that allow students to iterate on their theoretical, computational and/or experimental models based on what they learn from their initial investigation.",Physics Education
25,2508.06593,"['Shabani, Shima', 'Breuß, Michael', 'Kahra, Marvin', 'Teiser, Jens', 'Völke, Gretha Swantje', 'Wenders, Nico']",Morphological Granulometric Analysis of Particle Imagery from Microgravity Experiments,"The aim of our work is to analyze size distributions of particles and their agglomerates in imagery from astrophysical microgravity experiments. The data acquired in these experiments are given by sequences consisting of several hundred images. It is desirable to establish an automated routine that helps to assess size distributions of important image structures and their dynamics in a statistical way. The main technique we adopt to this end is the morphological granulometry. After preprocessing steps that facilitate granulometric analysis, we show how to extract useful information on size of particle agglomerates as well as underlying dynamics. At hand of the discussion of two different microgravity key experiments we demonstrate that the granulometric analysis enables to assess important experimental aspects. We conjecture that our developments are a useful basis for the quantitative assessment of microgravity particle experiments.",Instrumentation and Detectors
26,2508.06597,"['Kuhfittig, Peter K. F.']",Wormholes with low energy density,"In spite of their speculative nature, traversable wormholes are a topic of interest that started with the Einstein-Rosen bridge in 1935 and became a major research area with the introduction of the Morris-Thorne wormhole in 1988. It is also become apparent in time that such wormholes are likely to be compact stellar objects, akin to neutron stars. Although widely discussed, wormholes having a low energy density may therefore not be massive enough to exist on a macroscopic scale. Important examples are wormholes based on a noncommutative-geometry background and wormholes supported by the negative energy density sourced by the Casimir effect. The main goal of this paper is to invoke $f(Q)$ modified gravity to provide the extra degrees of freedom to help overcome these obstacles.",General Physics
27,2508.06599,"['Sontag, Eduardo D.']",Dynamics and dose response in scaffold ligand binding,"This paper considers systems in which two or more ligands bind independently to a common scaffold. Such systems arise in a range of applications, including immunotherapy and synthetic biology. We show that each stoichiometric compatibility class contains a unique steady state, and that this steady state is asymptotically stable. The main result gives a rigorous proof that the steady-state concentration of the fully bound complex, viewed as a function of the total scaffold concentration, has a unique maximum. This biphasic dose response is a characteristic feature of scaffolding systems and, in the special case of two ligands, plays an important role in the design and analysis of bispecific antibody drugs.",Biological Physics
28,2508.06628,"['Cohen, Orion', 'Riebesell, Janosh', 'Goodall, Rhys', 'Kolluru, Adeesh', 'Falletta, Stefano', 'Krause, Joseph', 'Colindres, Jorge', 'Ceder, Gerbrand', 'Gangan, Abhijeet S.']",TorchSim: An efficient atomistic simulation engine in PyTorch,"We introduce TorchSim, an open-source atomistic simulation engine tailored for the Machine Learned Interatomic Potential (MLIP) era. By rewriting core atomistic simulation primitives in PyTorch, TorchSim can achieve orders of magnitude acceleration for popular MLIPs. Unlike existing molecular dynamics packages, which simulate one system at a time, TorchSim performs batched simulations that efficiently utilize modern GPUs by evolving multiple systems concurrently. TorchSim supports molecular dynamics integrators, structural relaxation optimizers, both machine-learned and classical interatomic potentials (such as Lennard-Jones, Morse, soft-sphere), batching with automatic memory management, differentiable simulation, and integration with popular materials informatics tools.",Computational Physics
