,paper,authors,title,abstract,cathegory
10,2501.00033,"['Roithner, Maximilian', 'Herrejon, Paola Velasco', 'van Greevenbroek, Koen', 'Grochowicz, Aleksander', 'Vågerö, Oskar', 'Hvidsten, Tobias Verheugen', 'Price, James', 'Zeyringer, Marianne']",Balancing Act: The Cost of Wind Restrictions in Norway's Electricity Transition,"To meet its commitments under the Paris Agreement and reduce its dependency on energy imports, the pace, and scale of renewable energy deployment across Europe must increase dramatically over the next decade. Such a steep change in the net-zero transition will inevitably necessitate trade-offs with other societal priorities. Here we investigate a case study focused on the opposition towards onshore wind and the compromises that may need to be made to deliver its plans for deep electrification. Using an electricity system model, we explore the implications of key social and environmental dimensions shaping the future deployment of onshore wind on the costs and design of electricity systems for Norway in 2030. We find that under restrictions that allow for almost no additional onshore wind, demand can not be met and load has to be shed. Yet, when reducing the restrictions on onshore wind or allowing for in-country transmission expansion, feasible system designs at a small fraction of that cost can be found. To meet the net-zero targets, compromises will need to be made on either wind power deployment, transmission expansion, non-electrification of industry or demand reduction.",Physics and Society
11,2501.00036,"['Kebede, H. A.', 'Assen, M. M.', 'Sharew, M. A.']","Crime Hotspot Analysis and Mapping Using Geospatial Technology in Dessie City, Ethiopia","Over the past few decades, crime and delinquency rates have increased drastically in many countries; nevertheless, it is important to note that crime trends can differ significantly by geographic region. This study's primary goal was to use geographic technology to map and analyze Dessie City's crime patterns. To investigate the geographic clustering of crime, the researchers used semivariogram modeling and spatial autocorrelation analysis with Moran'sI. The neighborhoods of Hote, Arada, and Segno in Dessie's central city were found to be crime-prone ""hot spot"" locations, as evidenced by statistically significant high Z-scores ranging from 0.037 to 4.608. On the other hand, low negative Z-scores ranging from -3.231 to -0.116 indicated ""cold spot"" concentrations of crime in the city's north-central sub-cities of Menafesha and Bounbouwha. With an index of 0.027492 and a Z-score of 3.297616 (p<0.01), the analysis overall showed a substantial positive spatial autocorrelation, suggesting a clustered pattern of crime in Dessie. The majority of crimes showed a north-south directionality, except for murder, which trended from northeast to southwest. The mean center of all crime types was found in the central Hote area. To address the complicated problem of rising crime rates in Dessie and other developing metropolitan areas, more focused and efficient enforcement techniques, and resource deployment can be informed through the knowledge acquired from the geospatial analysis.",Physics and Society
12,2501.00037,"['Marzouk, Osama A.', 'Huckaby, E. David']",Effects of Turbulence Modeling and Parcel Approach on Dispersed Two-Phase Swirling Flow,"Several numerical simulations of a co-axial particle-laden swirling air flow in a vertical circular pipe were performed. The air flow was modeled using the unsteady Favre-averaged Navier-Stokes equations. A Lagrangian model was used for the particle motion. The gas and particles are coupled through two-way momentum exchange. The results of the simulations using three versions of the k-epsilon turbulence model (standard, re-normalization group (RNG), and realizable) are compared with experimental mean velocity profiles. The standard model achieved the best overall performance. The realizable model was unable to satisfactorily predict the radial velocity; it is also the most computationally-expensive model. The simulations using the RNG model predicted additional recirculation zones. We also compared the particle and parcel approaches in solving the particle motion. In the latter, multiple similar particles are grouped in a single parcel, thereby reducing the amount of computation.",Fluid Dynamics
13,2501.00040,"['Shi, Zhongyuan', 'Dong, Tao', 'Yang, Zhaochu']",Transient and Periodic Steady-State Characteristics of the Local Heat Transfer Measurement by Thermal Perturbation with Gaussian Power Density Distribution & A Supplementary Perspective with Comments,"The local heat transfer coefficient measurement with temperature oscillation induced by periodic thermal perturbation - usually via a Gaussian laser beam, was investigated for the impact of the spikiness (i.e., the standard deviation) elaborated in comparison with the analytical model for dimensional analysis. The statistically more robust technique that relies on the linearity of the spatial phase distribution of the test point array was favored when the target Biot number approaches unity in terms of its order of magnitude. The preferred upper limit for thermographic scanning was discussed as the simplification of later data processing is concerned. Nonetheless, the time elapsed for an acceptable periodic steady state, which in principle leans to the higher end of the target Biot number spectrum in a log scale, indicates the benefit from the time series of pointwise temperature measurement - as in the conventional single-blow testing, where the effect of spikiness, as well as that of the location of individual test point, holds. Note that the vicinity as the target Biot number approaches unity was again observed with higher preference. A supplementary perspective was provided to the concerns, including noise tolerance, sampling rate, test duration, the spikiness of the imposed heat flux, and the accuracy-related parameters, in the measurement of local Biot number with thermal perturbation. The optimization was implemented with a Gaussian process surrogate model for data processing, within the specified parametric range of interest. The two commonly employed temporal modes of the imposed heat flux were compared with counterintuitive features discussed.","Data Analysis, Statistics and Probability"
14,2501.00043,"['Knar, Eldar']","Recursive introversion, iterative extroversion and transitive ambiversion","This study proposes an approach to describing personality dynamics through mathematical modelling of introversion, extroversion, and ambiversion processes. Introversion is interpreted as a recursive process characterized by deep self-awareness and inner reflection; extroversion is presented as an iterative process of accumulating and processing external stimuli; and ambiversion is considered transitivity, integrating the interaction of these two opposing processes. The developed model is based on principles of complex systems theory, nonlinear dynamics, and synergetics, enabling the perception of personality as an adaptive and multilayered system. The results include analytical equations describing the interaction of internal and external factors. Parameters regulating personality dynamics, such as sensitivity coefficients, weighting factors of stimuli, and synergy parameters, are also explored. The practical significance of the proposed model lies in its application in psychotherapy, education, personnel management, and other areas where it is necessary to consider personality traits and their dynamics. The model provides new opportunities for diagnosing, forecasting, and correcting personality changes, enhancing methods of working with individuals. The findings open some prospects for quantitative personality analysis, providing a theoretical understanding of its structure and dynamics. They also create a foundation for further interdisciplinary research in psychology, the cognitive sciences, and social systems. Specifically, the formalization considered in the context of program algorithms allows for the creation of functional procedures for AI and robots with differentiated psychological archetypes (introvert robots, extrovert robots, and ambivert robots).",Physics and Society
15,2501.00044,"['Shchagin, A.', 'Kube, G.', 'Potylitsyn, A.', 'Strokov, S.']",Doppler effect in vacuum and medium in X-ray range,"This paper discusses the Doppler effect for radiation emitted by a relativistic oscillator in vacuum described geometrically as an ellipsoid in momentum space. Spectral and angular properties of the Doppler X-ray radiation emitted by a relativistic oscillator moving through a homogeneous medium are considered. Additionally, we show that radiation from an elementary relativistic charged particle interacting with periodic medium can be interpreted as a manifestation of the Doppler effect. Examples include parametric X-ray radiation, coherent bremsstrahlung, undulator radiation in crystalline or vacuum undulators, transition radiation from stacked foils, and Smith-Purcell radiation.",Accelerator Physics
16,2501.00143,"['Yang, Cheng-Hau', 'Scovazzi, Guglielmo', 'Krishnamurthy, Adarsh', 'Ganapathysubramanian, Baskar']",A Shifted Boundary Method for Thermal Flows,"This paper presents an incomplete Octree mesh implementation of the Shifted Boundary Method (Octree-SBM) for multiphysics simulations of coupled flow and heat transfer. Specifically, a semi-implicit formulation of the thermal Navier-Stokes equations is used to accelerate the simulations while maintaining accuracy. The SBM enables precise enforcement of field and derivative boundary conditions on cut (intercepted) elements, allowing for accurate flux calculations near complex geometries, when using non-boundary fitted meshes. Both Dirichlet and Neumann boundary conditions are implemented within the SBM framework, with results demonstrating that the SBM ensures precise enforcement of Neumann boundary conditions on Octree-based meshes. We illustrate this approach by simulating flows across different regimes, spanning several orders of magnitude in both the Rayleigh number ($Ra \sim 10^3$--$10^9$) and the Reynolds number ($Re \sim 10^0$--$10^4$), and covering the laminar, transitional, and turbulent flow regimes. Coupled thermal-flow phenomena and their statistics across all these regimes are accurately captured without any additional numerical treatments, beyond a Residual-based Variational Multiscale formulation (RB-VMS). This approach offers a reliable and efficient solution for complex geometries, boundary conditions and flow regimes in computational multiphysics simulations.",Fluid Dynamics
17,2501.00149,"['Jiang, Grace', 'Qiu, Jiangchao', 'Ravela, Sai']",LASSE: Learning Active Sampling for Storm Tide Extremes in Non-Stationary Climate Regimes,"Identifying tropical cyclones that generate destructive storm tides for risk assessment, such as from large downscaled storm catalogs for climate studies, is often intractable because it entails many expensive Monte Carlo hydrodynamic simulations. Here, we show that surrogate models are promising from accuracy, recall, and precision perspectives, and they ""generalize"" to novel climate scenarios. We then present an informative online learning approach to rapidly search for extreme storm tide-producing cyclones using only a few hydrodynamic simulations. Starting from a minimal subset of TCs with detailed storm tide hydrodynamic simulations, a surrogate model selects informative data to retrain online and iteratively improves its predictions of damaging TCs. Results on an extensive catalog of downscaled TCs indicate 100% precision in retrieving rare destructive storms using less than 20% of the simulations as training. The informative sampling approach is efficient, scalable to large storm catalogs, and generalizable to climate scenarios.",Atmospheric and Oceanic Physics
18,2501.00159,"['Zaidni, Azeddine', 'Morrison, Philip J.']",Metriplectic 4-bracket algorithm for constructing thermodynamically consistent dynamical systems,"A unified thermodynamic algorithm (UTA) is presented for constructing thermodynamically consistent dynamical systems, i.e., systems that have Hamiltonian and dissipative parts that conserve energy while producing entropy. The algorithm is based on the metriplectic 4-bracket given in Morrison and Updike [Phys.\ Rev.\ E 109, 045202 (2024)]. A feature of the UTA is the force-flux relation $\mathbf{J}^\alpha = - L^{\alpha\beta}\, \nabla(\delta H / \delta \xi^\beta)$ for phenomenological coefficients $L^{\alpha\beta}$, Hamiltonian $H$ and dynamical variables $\xi^\beta$. The algorithm is applied to the Navier-Stokes-Fourier, the Cahn-Hilliard-Navier-Stokes, and and Brenner-Navier-Stokes-Fourier systems, and significant generalizations of these systems are obtained.",Fluid Dynamics
19,2501.00163,"['Steyn, D. G.', 'Mithrush, Troy', 'Koentges, Chris', 'Andrews, Susan', 'Plourde, Andre']",Executing a Successful Third Shot Drop in Pickleball,"We define and investigate a successful third shot drop in pickleball using a numerical model of pickleball ball aerodynamics. Our overall objective is to investigate the ranges of initial speeds, angles and spins that result in a successful third shot drop. We conclude that the initial speed must be in the range $10.9~ms^{-1}$ to $13~ms^{-1}$ for down-the-line shots and $13.3~ ms^{-1}$ to $16~ms^{-1}$ for cross-court shots. The initial angle must be in the range $15.5$ degrees to $22.5$ degrees for down-the-line shots and $12.5$ degrees to $18$ degrees for cross-court shots. We conclude that the effects of spin on the third shot drop are of secondary importance. We believe these results could be useful as a guide to coaches and players wanting to develop this crucial aspect of the game of pickleball.",Physics and Society
20,2501.00179,"['Mei, Chang-Sheng', 'Zong, Shenyan', 'Madore, Bruno', 'Cosgrove, Garth R.', 'McDannold, Nathan J.']",Focus Correction in MR thermography for Precise Targeting in Focused Ultrasound Thalamotomy,"Purpose: To adjust the location of the ablation focus by correcting the spatial discrepancy induced by temperature changes between the target coordinate and the hotspot as seen in MR thermography. Methods: A two-step correction procedure was used to account for the chemical and k-space shifts. The first step corrected the spatial shift pixel by pixel using the field map around the focus. The second step calculated the temperature-induced TE variation map to compensate for the center location offset of the focus. Results: The approximately 1mm shift caused by chemical shift and k-space center offset was adjusted using the field map and TE error map. The mean temperature error was reduced to -0.05{\deg}C, as opposed to -0.11{\deg}C obtained using only a chemical shift correction. Conclusion: Correcting for the spatial shifts of hotspots caused by field gradients and k-space shifts in temperature changes can ensure precise targeting in FUS thalamotomy.",Medical Physics
21,2501.00188,"['Ahmed, Rezwan', 'Mochizuki, Izumi', 'Hyodo, Toshio', 'Shirasawa, Tetsuroh', 'Mizuno, Seigi', 'Kondo, Yoshinari', 'Ozawa, Kenichi', 'Kitamura, Miho', 'Amemiya, Kenta', 'Checinski, Bartlomiej', 'Ociepa, Jozef', 'Czasch, Achim', 'Jagutzki, Ottmar', 'Wada, Ken']",Development of a linac-based LEPD experimental station for surface structure analysis and coordination with synchrotron radiation ARPES,"We report on the development of a low-energy positron diffraction (LEPD) experimental station for surface structure analysis using a linac-based slow-positron beam. LEPD, the positron counterpart of low-energy electron diffraction (LEED), offers higher accuracy in surface structure determination. The station enables acquisition of LEPD I-V curves within a few hours, allowing measurements before surface degradation occurs. It consists of two ultra-high vacuum (UHV) chambers: one for sample preparation and the other for LEPD observations. The preparation chamber includes an Ar+ sputtering system, a triple-pocket electron beam evaporator, three gas introduction systems, additional user-configurable ports, and a LEED/Auger electron spectroscopy (AES) system. Sample manipulators enable rapid cooling, precise positioning, and orientation adjustments. In the preparation chamber, the manipulator also supports direct current heating up to 1200 {\deg}C. The sample holder is compatible with the LEPD station at SPF-A4 and the ARPES station at PF BL-13B, both located at the Tsukuba campus of the Institute of Materials Structure Science (IMSS), KEK. Design concepts and experimental demonstrations are presented.",Instrumentation and Detectors
22,2501.00221,"['Zou, X.', 'Chau, H. F.']",Modified Axelrod Model Showing Opinion Convergence And Polarization In Realistic Scale-Free Networks,"Axelrod model is an opinion dynamics model such that each agent on a square lattice has a finite number of possible nominal opinions on a finite number of issues that are usually called features in the field. Moreover, its dynamics between two agents is assimilative in the sense that the number of agreeing features between them never decreases upon interaction. Here we modify this model to study opinion convergence, polarization and more importantly to find ways to reduce opinion polarization in an already polarized population. We do so by changing or adding several elements from complex network and continuous opinion dynamics research. First, we put agents in a scale-free network. Second, we adopt the bounded confidence model by representing our agent's opinions by numbers in $[-1,1]$ those distances follow the standard Euclidean metric. Third, our rules allow both convergence and divergence of their resultant opinions after a pair of agents interacts. As a result, our modified model offers a more comprehensive exploration of opinion dynamics. Computer simulation results of our model show scaling behavior and a notable trend in opinion polarization on all features in the majority of reasonable simulation parameters. To mitigate this polarization, we introduce empathetic agents that work actively to reduce opinion differences. However, our findings indicate limited success in the approach for the most effective way is to change the behavior of a significant portion of highly connected agents. This research contributes to the understanding of opinion dynamics within society and highlights the nuanced complexities that arise when considering factors such as network structure and continuous opinion values. Our results prompt further exploration and open avenues for future investigations into effective methods of reducing opinion polarization.",Physics and Society
23,2501.00227,"['Gao, Xuanzhao', 'Li, Xiaofeng', 'Liu, Jinguo']",Programming guide for solving constraint satisfaction problems with tensor networks,"Constraint satisfaction problems (CSPs) are a class of problems that are ubiquitous in science and engineering. It features a collection of constraints specified over subsets of variables. A CSP can be solved either directly or by reducing it to other problems. This paper introduces the Julia ecosystem for solving and analyzing CSPs, focusing on the programming practices. We introduce some of the important CSPs and show how these problems are reduced to each other. We also show how to transform CSPs into tensor networks, how to optimize the tensor network contraction orders, and how to extract the solution space properties by contracting the tensor networks with generic element types. Examples are given, which include computing the entropy constant, analyzing the overlap gap property, and the reduction between CSPs.",Computational Physics
24,2501.00256,"['Wang, Xiaoqing', 'Fan, Hongli', 'Tan, Zhengguo', 'Vasylechko, Serge', 'Yang, Edward', 'Didier, Ryne', 'Afacan, Onur', 'Uecker, Martin', 'Warfield, Simon K.', 'Gholipour, Ali']","Rapid, High-resolution and Distortion-free $R_{2}^{*}$ Mapping of Fetal Brain using Multi-echo Radial FLASH and Model-based Reconstruction","Purpose: To develop a rapid, high-resolution and distortion-free technique for simultaneous water-fat separation, $R_{2}^{*}$ and $B_{0}$ mapping of the fetal brain at 3T. Methods: A 2D multi-echo radial FLASH sequence with blip gradients is adapted for data acquisition during maternal free breathing. A calibrationless model-based reconstruction with sparsity constraints is developed to jointly estimate water, fat, $R_{2}^{*}$ and $B_{0}$ field maps directly from k-space. This approach was validated and compared to reference methods using numerical and NIST phantoms and data from nine fetuses between 26 and 36 weeks of gestation age. Results: Both numerical and experimental phantom studies confirm good accuracy and precision. In fetal studies, model-based reconstruction yields quantitative $R_{2}^{*}$ values in close agreement with those from a parallel imaging compressed sensing (PICS) technique using Graph Cut (intra-class correlation coefficient [ICC] = 0.9601), while providing enhanced image detail. Repeated scans confirm good reproducibility (ICC = 0.9213). Compared to multi-echo EPI, the proposed radial technique produces higher-resolution (1.1 $\times$ 1.1 $\times$ 3 mm$^{3}$ vs. 2-3 $\times$ 2-3 $\times$ 3 mm$^{3}$) $R_{2}^{*}$ maps with reduced distortion. Despite of differences in motion, resolution and distortion, $R_{2}^{*}$ values are comparable between the two acquisition strategies (ICC = 0.8049). Additionally, the proposed approach enables synthesis of high-resolution and distortion-free $R_{2}^{*}$-weighted images. Conclusion: This study demonstrates the feasibility of using multi-echo radial FLASH combined with calibrationless model-based reconstruction for motion-robust, distortion-free $R_{2}^{*}$ mapping of the fetal brain at 3T, achieving a nominal resolution of $1.1 \times 1.1 \times 3$ mm$^{3}$ within 2 seconds per slice.",Medical Physics
25,2501.00304,"['Zhang, Peng Fei', 'Wang, Chen Xiang', 'Li, Li Hong', 'Wang, Lei', 'Shen, Zi Yu', 'Xu, Rui', 'Ning, An', 'Ruby, Abdelrahim', 'Shen, Wen-Bin']",Gravity potential determination based on China Space Station Dual-frequency microwave links frequency transfer,"The China Space Station (CSS) is currently in orbit and carries the high-precision optical atomic clock with stability of approximately $2.0 \times 10^{-15} / \sqrt{\tau}$ in its experiment module. We have developed a model to determine the gravity potential (GP) based on the gravity frequency shift equation and have created both one-way and dual-frequency transfer models up to $c^{-4}$. These models consider effects from the troposphere, ionosphere, and solid Earth tides. The proposed model is suitable for measurements at the magnitude of $10^{-19}$. Based on the CSS mission, we conducted the simulation experiments. The results indicate that when processing the simulation frequency signal using the proposed model, we can obtain the GP with the accuracies of $ (1.13\pm0.71)\,\mathrm{m^2/s^2}$, $ (0.09\pm0.89)\,\mathrm{m^2/s^2}$, and $(0.66\pm1.18)\,\mathrm{m^2/s^2}$ for cutoff elevation angles of $5^{\circ}$, $10^{\circ}$ and $15^{\circ}$, respectively. With the high-precision optical atomic clock onboard the CSS, the proposed model enables us to measure the GP differences in the magnitude of centimeter-level accuracy.",Geophysics
26,2501.00336,"['Chen, Peng', 'Xie, Zili', 'Xiu, Xiangqian', 'Chen, Dunjun', 'Liu, Bin', 'Zhao, Hong', 'Shi, Yi', 'Zhang, Rong', 'Zheng, Youdou']",Study on the efficiency droop in high-quality GaN material under high photoexcitation intensity,"III-V nitride semiconductors, represented by GaN, have attracted significant research attention. Driven by the growing interest in smart micro-displays, there is a strong desire to achieve enhanced light output from even smaller light-emitting diode (LED) chips. However, the most perplexing phenomenon and the most significant challenge in the study of emission properties under high-injection conditions in GaN has always been efficiency droop for decades, where LEDs exhibit a substantial loss in efficiency at high driving currents. In this paper, we present our study on the intrinsic emission properties of high-quality GaN material based on the density of states and the principles of momentum conservation. Our theoretical calculations reveal a momentum distribution mismatch between the non-equilibrium excess electrons and holes, which becomes more significant as the carrier concentration increases. Our excitation-dependent photoluminescence measurements conducted at 6 K exhibited a clear droop for all exciton recombinations, but droop-free for phonon-assisted recombination due to phonons compensating for the momentum mismatch. These findings indicate that the momentum distribution mismatch between the non-equilibrium excess electrons and holes is one of the intrinsic causes of the efficiency droop, which originates from the intrinsic band properties of GaN. These results suggest that proper active region design aimed at reducing this mismatch will contribute to the development of ultra-highly efficient lighting devices in the future.",Optics
27,2501.00349,"['Murakami, Tatsuki', 'Wada, Koshiro', 'Kogure, Soma', 'Takabayashi, Ryomei', 'Yang, Liu', 'Shibata, Riku', 'Kumazaki, Hajime', 'Watanabe, Shinichi', 'Ishizawa, Atsushi', 'Tanabe, Takasumi', 'Fujii, Shun']",Architecture for coherent dual-comb spectroscopy and low-noise photonic microwave generation using mechanically actuated soliton microcombs,"Dissipative Kerr soliton microcombs have inspired various intriguing applications such as spectroscopy, ranging, telecommunication, and high purity microwave generation. Mechanically actuated soliton microcombs provide enhanced controllability and flexibility for Kerr solitons, thus enabling technological progress to be made on such practical applications. Here, we present architectures for coherent dual-comb techniques and ultralow-noise microwave generation by exploiting the mechanical actuation of ultrahigh-Q crystalline microresonators. By unifying a pump laser, we demonstrate highly coherent dual-soliton combs using distinct resonators with slightly different repetition rates. We also report significant phase noise reduction achieved by directly generating Kerr solitons from a sub-Hz linewidth ultrastable laser. This study paves the way for further advancements in a wide variety of applications based on Kerr soliton microcombs.",Optics
