,paper,authors,title,abstract,cathegory
10,2509.15425,"['Modin, Klas', 'Roop, Michael']",Structure-preserving long-time simulations of turbulence in magnetized ideal fluids,"We address three two-dimensional magnetohydrodynamics models: reduced magnetohydrodynamics (RMHD), Hazeltine's model, and the Charney--Hasegawa--Mima (CHM) equation. These models are derived to capture the basic features of magnetohydrodynamic turbulence and plasma behaviour. They all possess non-canonical Hamiltonian formulations in terms of Lie--Poisson brackets, which imply an infinite number of conservation laws along with symplecticity of the phase flow. This geometric structure in phase space affects the statistical long-time behaviour. Therefore, to capture the qualitative features in long-time numerical simulations, it is critical to use a discretization that preserves the rich phase space geometry. Here, we use the matrix hydrodynamics approach to achieve structure-preserving discretizations for each model. We furthermore carry out long-time simulations with randomized initial data and a comparison between the models. The study shows consistent behaviour for the magnetic potential: both RMHD and Hazeltine's model produce magnetic dipoles (in CHM, the magnetic potential is prescribed). These results suggest an inverse cascade of magnetic energy and of the mean-square magnetic potential, which is empirically verified via spectral scaling diagrams. On the other hand, the vorticity field dynamics differs between the models: RMHD forms sharp vortex filaments with rapidly growing vorticity values, whereas Hazeltine's model and CHM show only small variation in the vorticity values. Related to this observation, both Hazeltine's model and CHM give spectral scaling diagrams indicating an inverse cascade of kinetic energy not present in RMHD.",Plasma Physics
11,2509.15427,"['Engerer, Jeffrey D.', 'Collins, Lincoln N.']","Thin-film boundary-layer diffusion of non-equilibrium flow to kinetically limited reactive surfaces via Damk\""ohler thermochemistry tables","Traditional ablation thermochemistry tables for atmospheric entry are derived from boundary-layer element diffusion assuming homogeneous and heterogeneous thermochemical equilibrium at the vehicle surface. Prior techniques for finite-rate surface reactions predominantly embed specific heterogeneous reaction models within the homogeneous equilibrium solution procedures and tables. This paper disseminates a boundary-layer integral solution for wall-gas free oxygen coupled to finite-rate surface kinetics. Solutions are pre-tabulated along normalized kinetics variables without direct integration into an equilibrium thermochemistry solver. This technique allows greater flexibility in presumed kinetics rates and wall-gas conditions in simple air-carbon systems, but the extensibility to state-of-the-art simulations and complex materials remains uncertain. A derivation and preliminary results are presented to the encourage further development.",Applied Physics
12,2509.15452,"['Panning, Mark P.', 'Lognonné, Philippe', 'Creighton, Teviet', 'Trippe, James', 'Quetschke, Volker', 'Majstrorović, Josipa', 'Jani, Karan']",Potential for Lunar Interior Science by the Gravitational-Wave Detector LILA,"The Laser Interferometer Lunar Antenna (LILA), a concept for measuring sub-Hz gravitational waves on the Moon, would use laser strainmeters to obtain extremely sensitive strain measurements from 1 mHz to 1 Hz. With proposed strain sensitivities, LILA would also be able to measure the normal modes of the Moon from 1-10 mHz at high signal-to-noise ratio. Such measurements would enable significant advances in our understanding of both the spherically symmetric and even 3D deep internal structure of the Moon. Strainmeter measurements may even be able to detect the translational mode of the solid inner core of the Moon at frequencies below 0.1 mHz. Inertial seismometers, on the other hand, are unlikely to reach the performance of $\sim10^{-16}$ m/s$^2$/$\sqrt{\mathrm{Hz}}$ required to reliably detect normal modes below 5-10 mHz, even with optimistic assumptions on future projected performance.",Geophysics
13,2509.15463,"['Shylla, Dangka', 'Talashila, Rajavardhan', 'Artusio-Glimpse, Alexandra', 'Meraki, Adil', 'Manchaiah, Dixith', 'Schlossberger, Noah', 'Berweger, Samuel', 'Simons, Matthew T.', 'Holloway, Christopher L.', 'Prajapati, Nikunjkumar']",Sensitivity Comparison of Rydberg Atom-Based Radio-Frequency Electric Field Detection: Ionization Current Versus Optical Readout,"We investigate a technique for detecting radio-frequency (RF) electric fields in a Cesium (Cs) vapor cell at room temperature by collecting charge from ionized Rydberg atoms and compare its performance with the established method of electromagnetically induced transparency (EIT). By applying a known RF field, we measure the response from both the electrical (ionization current-based) and optical (EIT-based) readouts. The ionization current-based method yields a sensitivity of 22~$\mu$Vm$^{-1}$Hz$^{-1/2}$, while the EIT-based method achieves 3.7~$\mu$Vm$^{-1}$Hz$^{-1/2}$. The sensitivity of the ionization current-based method is limited by thermal noise arising from a 2.2~k$\Omega$ resistance between the collection electrodes, attributed to a thin Cs film on the inner surfaces of the vapor cell. Controlling or eliminating the Cs layer can significantly improve the sensitivity of this ionization approach.",Atomic Physics
14,2509.15520,"['Ferguson, George', 'Slocombe, Louie', 'Winokan, Max', 'Howlin, Brendan', 'Sacchi, Marco']",Conformational Dynamics of 8-Oxoguanine Mispairing Reveal a Mechanism of Polymerase {\lambda} Misincorporation,"Experimental evidence has shown the stability of oxygen-stress-damaged guanine, known as 8-oxoguanine. This common oxygen-damaged nucleobase is often found in the presence of reactive oxygen species and can result in the mispairing between adenine and 8-oxoguanine in a Hoogsteen pair. We have computationally investigated the role of 8-oxoguanine to support experimental results and focus the investigation towards the polymerase structure, identifying how 8-oxoguanine interacts in the polymerase environment. Quantum mechanical investigations show the Hoogsteen pairing of adenine and 8-oxoguanine is the most energetically favourable state compared to a Watson-Crick state, supporting experimental evidence. Molecular Dynamical calculation of 8-oxoguanine located in B-DNA provide an average C1' backbone spacing of 1.1 nm compared to adenine-thymine spacing of 1.05 nm but remains within the error margin, however when in the polymerase environment, 8-oxoguanine and the canonical adenine - thymine spacing match at 1.11-1.12nm spacing while 8-oxoguanine is located on the template strand, but is disrupted by tyrosine 251 while situated on the triphosphate strand. We observe that 8-oxoguanine, when paired with adenine in polymerase {\lambda}, can mimic the adenine-thymine structure, as predicted in experimental results, and thus would be misincorporated, but is strongly dependent on its conformation.",Biological Physics
15,2509.15521,"['Huang, Yiwei', 'Xu, Shuqi', 'Cai, Shimin', 'Lü, Linyuan']",Uncovering multi-technology convergence patterns with hypergraphs: Evolution and prediction using patent data,"Technology convergence integrates distinct domains to create novel combinations, driving radical innovation that reshapes markets and industries. However, most approaches rely on pairwise networks that cannot capture multi-technology interactions and suffer scale biases from heterogeneous patenting activity. To overcome these gaps, we propose a hypergraph-based framework that directly models multi-technology convergence and identifies statistically significant convergence via a probabilistic null model. Using four decades of USPTO patent data (1984-2023), we construct two hypergraphs: a co-classification-based hypergraph representing explicit inventive convergence and a co-citation-based hypergraph capturing implicit knowledge-flow convergence. Evolution analysis on both hypergraph types reveals a sustained growth in multi-technology and cross-domain convergence, with a marked shift from chemistry-led to computing-led convergence patterns. Building on these insights, we formulate the forecasting of technology convergence as a hyperedge prediction task. We implement random forest classifiers trained on two complementary feature sets derived from both hypergraphs: similarity features capturing structural and semantic similarities among technologies, and intrinsic features representing inherent attributes of technologies. Predictive results demonstrate that co-citation-based features exhibit stronger predictive power than co-classification-based ones, with their combination achieving optimal performance. Explainable AI analyses identify global knowledge-flow reachability and semantic similarity as dominant drivers of convergence, while intrinsic citation and economic values exhibit contrasting associations with convergence probability. This framework bridges evolution analysis and predictive modeling of multi-technology convergence, offering actionable insights for innovation strategy.",Physics and Society
16,2509.15526,"['Datt, Charu', 'Bauermann, Jonathan', 'Budanur, Nazmi Burak', 'Jülicher, Frank']",Fluid flow and spatiotemporal chaos in chemically active emulsions,"We study phase-separating fluid mixtures as they demix in the presence of chemical reactions that maintain them away from thermodynamic equilibrium. We show that in such chemically active emulsions the interplay of chemical reactions, phase separation, and hydrodynamics effects complex self-organisation and pattern formation that can give rise to spatiotemporal chaos. This chaotic dynamics, unlike in classical turbulence, is not due to fluid inertia $-$ we analyse the system in the Stokes flow regime $-$ and it is different from the $\textit{turbulence}$ of active nematics at low Reynolds number, for our fluid mixtures lack any orientational order. To explore the generic features of nonlinear dynamics in our system, we derive amplitude equations which we find to be identical to those obtained for Rayleigh-Benard convection with mean flow and stress-free conditions at the top and bottom plates. Chemically active emulsions possessing no internal order, we thus establish, can exhibit chaoticity that is driven by interfacial stresses in the fluid mixture.",Fluid Dynamics
17,2509.15528,"['Shah, Hemansh Alkesh', 'Bhattacharya, Kolahal']",Pedagogical study of the image of a magnetic dipole in front of a superconducting sphere,"The method of images to solve certain electrostatic boundary-value problems is taught worldwide in undergraduate-level physics courses. Though it is also possible to employ this technique for solving magnetostatic boundary value problems, examples of this usage are rarely found in textbooks or physics pedagogy literature. In particular, the problem of finding the field due to a magnetic dipole kept in front of a superconducting sphere is an interesting one, because (i) it helps the students to compare with the grounded conducting sphere image problem in electrostatics, and (ii) offers a greater degree of difficulty since the source is a dipole (vector), rather than an electric charge (scalar). The present work demonstrates an intuitive way of solving the problem. The case in which the source dipole is oriented radially with respect to the sphere is solved with a single dipole image. In the case of the transverse orientation of the source dipole, we model the dipole as a current loop. Then, we find the image of the radial and transverse current elements that satisfy the boundary conditions. Then, we show that this method can be used to deduce the form of the image dipoles when the dipole is oriented in the transverse direction. This method is very much intuitive and accessible for undergraduate-level students.",Classical Physics
18,2509.15542,"['Mu, Zhoufan', 'Chen, Yao', 'Li, Tangmu', 'Ni, Sulan', 'Zhang, Zilong', 'Ning, Hao']",Particle in cell simulation on mode conversion of Saturn's 20 kHz narrowband radio emission,"The Z-to-O mode conversion at the density gradient is the prevailing mechanism of narrowband (NB) radio emission in planetary magnetosphere. Most previous numerical models were for NB emission observed in the Earth magnetosphere, using the cold plasma fluid approximation that excluded any kinetic effect. Here we investigate the Z-to-O conversion process underlying the Saturn's 20 kHz NB emission, using the fully-kinetic and electromagnetic particle-in-cell (PIC) simulation. We simulate the whole process starting from the pumping of the Z mode, to its propagation and reflection, and further conversion into the O mode radiation. The energy conversion rate of the Z-to-O process is estimated to be 10-20%. This provides the first quantitative estimate of such rate with PIC simulations.",Space Physics
19,2509.15559,"['Chen, Yen-Chen', 'Chueh, Chih-Che']",Numerical Study on Jet-Like Outwash Induced by Multi-Rotor eVTOLs and Engineering Approaches for Outwash Mitigation,"This study presents a comprehensive computational investigation of outwash phenomena generated by electric vertical takeoff and landing (eVTOL) aircraft, with particular emphasis on how rotor geometry and alignment shape hazardous airflow patterns at vertiports. Using nondimensional Reynolds-averaged Navier-Stokes (RANS) simulations with the k-omega SST turbulence model implemented in OpenFOAM, the research systematically characterizes jet-like outwash across a range of multi-rotor configurations. Results demonstrate that propeller count and inter-propeller spacing are primary determinants of outwash intensity, orientation, propagation range, and boundary-layer structure. For power-lift eVTOLs, low propeller counts combined with narrow spacing produce highly directional, intensified jet-like outwash with propagation ranges far exceeding current FAA EB105a safety standards. Conversely, higher propeller counts and larger spacings reduce peak velocities and propagation distances, enabling safer and more compact vertiport layouts. High-propeller-count designs further exhibit vertically stratified and thickened outwash boundary layers, requiring tailored mitigation strategies. Targeted engineering solutions-such as modular blast deflectors aligned with predicted outwash directions-are shown to reduce required vertiport safety areas by up to 82% without compromising operational safety. These findings establish a direct link between aircraft design, regulatory compliance, and infrastructure optimization, offering practical pathways for safe and scalable urban air mobility. The study also provides a foundation for future research on optimal mitigation device geometries and system-level integration of eVTOL operations within urban environments.",Fluid Dynamics
20,2509.15606,"['Deng, Hanying', 'Deng, Jing', 'Chen, Yiling', 'He, Yingji', 'Ye, Fangwei']",Electrically controlled topological interface modes in graphene-based photonic superlattices,"We demonstrate the electrical control of topological interface modes at the interface between a graphene-based photonic superlattice and a uniform dielectric medium. Specifically, by integrating graphene sheets into the unit cell of metallodielectric superlattices, the presence or absence of topological interface modes can be dynamically controlled by tuning the permittivity of graphene via electrical gating. These topological modes emerge when the spatial average of the permittivity of the superlattices is negative and vanish as the chemical potential of graphene is adjusted to render the averaged permittivity positive. The dependence of the existence of topological interface modes on the sign of the spatial average of the permittivity is fundamentally related to the emergence of a Dirac point, which arises when the averaged permittivity of the superlattices reaches zero and is accompanied by the Zak phase transition, thus resulting in the appearance and disappearance of topological interface modes. Furthermore, we find that the propagation constant of topological interface modes decreases when increasing the chemical potential of graphene. The robustness of such topological interface modes is also demonstrated. Our work provides clear physical insights and offers a promising approach to the dynamic control of topological interface modes.",Optics
21,2509.15669,"['Zeng, Qi', 'Huang, Bushi', 'Peng, Tingwei', 'Li, Hongfu', 'Xing, Xing XuYuanming', 'Zhang, Huaiqiang', 'Zhao, Jiankun', 'Zhou, Xu']",A novel method of half-life determination for highly charged ions based on isochronous mass spectrometry,"The lifetime of the isomeric state in fully stripped 94Ru44+ ions has been measured using isochronous mass spectrometry (IMS) at the experimental Cooler Storage Ring (CSRe) of the Heavy Ion Research Facility in Lanzhou (HIRFL). Previously, the isomeric lifetime was determined by analyzing the decay time points of individual decay events. In this paper, we present a novel approach to determine the isomeric lifetime based on the survival time of ions obtained from IMS. The survival lifetimes of the ground and isomeric states of 94Ru44+ were measured to be s and s in the laboratory, respectively. Given that the ground state of 94Ru44+ has a natural lifetime of approximately 75 min, its survival lifetime in the experimental setup was predominantly determined by the beam-loss lifetime, including interactions with residual gas in the storage ring and carbon foil of the detector. In contrast, the survival lifetime of 94mRu44+ was governed by its intrinsic nuclear lifetime and additional beam-loss effects. The nuclear decay lifetime of 94mRu44+ was extracted through differential survival lifetime analysis between ground and isomeric states, under the assumption that the beam-loss lifetimes for both quantum systems are identical. Using this novel methodology, the lifetime measured in the laboratory frame was s. After relativistic time-dilation corrections, the corresponding rest-frame half-life was calculated to be s. This result demonstrates excellent consistency with previous experimental results, validating the reliability of the new method. This method is suitable for determining half-lives of highly charged ions in the range of several tens of microseconds to milliseconds using IMS.",Instrumentation and Detectors
22,2509.15670,"['Sharma, Snigdha', 'Gupta, Dhanoj']",Effect of correlation on the elastic scattering of slow positrons from molecules,"Many-body correlation plays a crucial role in the low-energy positron-molecule scattering dynamics. In the present work, we have integrated a recent model correlation potential, developed by Swann and Gribakin, with the single-center expansion method and verified its efficacy in reproducing the best of ab initio and experimental results, for both non-polar and polar molecules. Starting with the already tested molecules-hydrogen, ethylene, and acetylene with the model correlation, we extended our calculations to oxygen-containing molecules: oxygen, water, and formic acid. In order to provide a comparative study, we have also performed calculations employing the model correlation of Perdew and Zunger. Integral, differential, and momentum transfer cross sections are reported for the target molecules. Positron virtual/bound state formation is also predicted using both of the model correlations. Overall, an improved agreement of our results with the literature for the recent model suggests the approach can be employed for larger systems, where the ab initio techniques are difficult to implement.",Atomic and Molecular Clusters
23,2509.15716,"['Bisswanger, Steffen', 'Rocha, Duarte', 'Dehe, Sebastian', 'Diddens, Christian', 'Baier, Tobias', 'Lohse, Detlef', 'Hardt, Steffen']",Upstream motion of oil droplets in co-axial Ouzo flow due to Marangoni forces,"To explore the physicochemical hydrodynamics of phase-separating ternary liquids (Ouzo-type), a binary oil-ethanol mixture is introduced into a co-flowing stream of water. Oil droplets nucleate at the interface between the two liquids, leading to a larger oil droplet interacting with the ethanol-rich jet. Although buoyancy forces and hydrodynamic drag forces push the droplet in downstream direction, we observe an upstream motion. Using computational fluid dynamics simulations of a simplified model system, we identify the nucleation zone for oil droplets and uncover Marangoni forces to be responsible for the upstream motion of the droplet. A semi-analytical model allows us to identify the key parameters governing this effect. A general conclusion is that Marangoni stresses can reverse the motion of droplets through channels, where the surrounding liquid is a multi-component mixture. The insights from this work are not only relevant for channel flow, but more generally, for the physicochemical hydrodynamics of multiphase, multi-component systems.",Fluid Dynamics
24,2509.15721,"['Aleynikov, Pavel', 'Helander, Per', 'Smith, Håkan M']",Runaway electrons during a coil quench in stellarators,"It is shown that avalanches of runaway electrons can arise in stellarators, even if there is no net toroidal current in the plasma or the magnetic-field coils, if the current in the latter varies rapidly enough, e.g. due to a superconductor quench. In present-day devices such as W7-X, significant runaway generation is theoretically possible only at very low gas or plasma density in the vacuum vessel, e.g. between discharges, if a seed population of free electrons is present. In reactor-scale stellarators, more dangerous runaway generation may occur both between discharges and during low-density plasma operation. Since a radiation-induced seed population is necessarily present in an activated device, an accidental coil ramp-down could convert substantial magnetic energy into wall-damaging runaway currents. There is however much more time to mitigate such events than in tokamaks disruptions.",Plasma Physics
25,2509.15729,"['Souza, L. F. B.', 'Elskens, Y.', 'de Carvalho, R. Egydio', 'Caldas, I. L.']",The Role of Phase and Spatial Modes in Wave-Induced Plasma Transport,"We derive a two-dimensional symplectic map for particle motion at the plasma edge by modeling the electrostatic potential as a superposition of integer spatial harmonics with relative phase shift, then reduce it to a two-wave model to study the transport dependence on the perturbation amplitudes, relative phase, and spatial-mode choice. Using particle transmissivity as a confinement criterion, identical-mode pairs exhibit phase-controlled behavior: anti-phase waves produce destructive interference and strong confinement while in-phase waves add constructively and drive chaotic transport. Mode-mismatched pairs produce richer phase-space structure with higher-order resonances and sticky regions; the transmissivity boundaries become geometrically complex. Box-counting dimensions quantify this: integer dimension smooth boundaries for identical modes versus non-integer fractal-like dimension for distinct modes, demonstrating that phase and spectral content of waves jointly determine whether interference suppresses or promotes transport.",Plasma Physics
26,2509.15743,"['Dage, Kristen C.', 'Strubbe, Linda', 'Taub, Rhianna', 'Khalyleh, Amna', 'Sudha, Malu', 'Panurach, Teresa', 'Aldhalemi, Muhammad Ridha', 'Bustani, Zainab', 'DeYonker, Dominic', 'Fawaz, Mariam Ismail', 'Harff, Hans J.', 'McBride, Timothy', 'Mason, Jesse', 'Preston, Anthony', 'Rinehart, Cortney', 'Vinson, Ethan', 'Wilson, Vanessa', 'Cackett, Edward M.', 'Clarkson, William I.']",Observational Astrophysics Research through Cross Institutional Research Partnerships,"Undergraduate research in STEM can be a transformative experience, especially for Community College students, many of whom come from under-represented backgrounds. However, undergraduate research at Community Colleges is relatively rare, due in part to their focus on teaching excellence. Research partnerships with four year colleges about exciting and accessible science topics, facilitated by researchers such as postdoctoral fellows, can be a powerful path forward. We describe our program, the Dead Stars Society (DSS), as a successful example of such a research partnership, focused on the topic of observational astronomy, specifically stellar science with the Vera C. Rubin Observatory, and X-ray astronomy with Chandra, NICER and NuSTAR.",Physics Education
