,paper,authors,title,abstract,cathegory
17,2506.20676,"['Tran, Kim-Vy H.', 'Wyithe, Stuart', 'Ding, Michelle']",Achieving Gender Representation in Lead-Author Publications in the ASTRO3D Centre of Excellence,"We examine the publication rates of 400 research-focused members in the ASTRO3D Centre of Excellence by gender, project, and year from January 2018 to January 2024 (six years). Of the 443 refereed publications led by ASTRO3D members, women were first-author on 38% which is nearly double that of the astronomy field in the same period (~20%). We record a high-water mark in 2022: 46% of ASTRO3D publications were led by females and 45% of research members identified as female. Using the nine research projects in ASTRO3D, we show that the combination of female leadership and higher fraction of female members correlates with a higher fraction of female-led publications. We find no correlation between the fraction of female-led publications and project size. Our findings demonstrate that gender representation in refereed publications can be achieved within ~5 years by combining evidence-based recruitment strategies with representation in supervisors and collaborations. We recommend that strategies for improving STEM participation focus on both female leadership and female representation to maximize effectiveness.",Physics and Society
18,2506.20678,"['Welner, Mira', 'Hazbun, Andre', 'Beechem, Thomas']",Sparse Infrared Spectroscopy for Detection of Volatile Organic Compounds,"To reduce the complexity of infrared spectroscopy hardware while maintaining performance, a data informed, task-specific, spectral collection approach termed Sparse Infrared Spectroscopy (SIRS) is developed. Using a numerically based virtual experiment based on a quantitatively accurate infrared database, non-negative matrix factorization is used to identify the spectral pass bands of a minimal number of filters necessary to identify volatile organic compounds (VOC) within either an inert background or mixture of gases. The data-driven approach is found capable of identifying contaminants at the 1-10 part per million level (PPM) with $\mathrm{\sim~20-50}$ spectral samples as opposed to the more than 1,000 typical of a traditional infrared spectrum. Reasonably robust to both noise and the characteristics of the base compound in a mixture, the task-specific spectral sampling points to simplified hardware design that maintains performance.",Chemical Physics
19,2506.20682,"['Al-Haideri, Rulla', 'Ismail, Karim', 'Farooq, Bilal', 'Weiss, Adam']",Towards the Safety-Relevant Dimension of Driver Behaviour: A Dual-State Model,"We make a methodological contribution by introducing a new dimension of traffic conflict severity: the probability that a driver is in a defensive state. This behavioural probability reflects an internal response to perceived risk and is estimated using a latent class Discrete Choice Model (DCM) that captures driver behaviour as a probabilistic mixture of two latent driving states: a defensive state, representing heightened caution and collision-avoidance intentions under perceived risk, and a neutral state, reflecting routine driving behaviour under low-threat conditions. The framework is grounded in psychological theory, particularly the triad of affect, behaviour, and cognition. It is also informed by two key concepts. First, that event severity exists on a continuum, rather than being confined to binary categories of safe or unsafe. Second, that drivers perceive risk through a dynamic spatial safety field, one that varies with direction, proximity, and the motion of surrounding road users. Applied to the publicly available rounD dataset, the framework yields interpretable estimates of state membership probabilities. The defensive state consistently reflects stronger sensitivity to spatial and temporal risk, while the neutral state captures context-appropriate yet less reactive driving patterns. Importantly, the paper also proposes a method to assess the quality of the estimated probability of being in a defensive state. Because of the duality between the defensive and neutral states, evaluating the consistency of one offers insights into the reliability of the other. To explore this, a multi-step validation procedure is applied across five data subsets representing different driving contexts, including free-flow and diverging scenarios, to examine how well the neutral state generalises beyond the estimation sample.",Physics and Society
20,2506.20684,"['Pugh, Kira', 'Gyllingberg, Linnéa', 'Stratiev, Stanislav', 'Hamis, Sara']","A bibliometric study on mathematical oncology: interdisciplinarity, internationality, collaboration and trending topics","Mathematical oncology is an interdisciplinary research field where the mathematical sciences meet cancer research. Being situated at the intersection of these two fields makes mathematical oncology highly dynamic, as practicing researchers are incentivised to quickly adapt to both technical and medical research advances. Determining the scope of mathematical oncology is therefore not straightforward; however, it is important for purposes related to funding allocation, education, scientific communication, and community organisation. To address this issue, we here conduct a bibliometric analysis of mathematical oncology. We compare our results to the broader field of mathematical biology, and position our findings within theoretical science of science frameworks. Based on article metadata and citation flows, our results provide evidence that mathematical oncology has undergone a significant evolution since the 1960s marked by increased interactions with other disciplines, geographical expansion, larger research teams, and greater diversity in studied topics. The latter finding contributes to the greater discussion on which models different research communities consider to be valuable in the era of big data and machine learning. Further, the results presented in this study quantitatively motivate that international collaboration networks should be supported to enable new countries to enter and remain in the field, and that mathematical oncology benefits both mathematics and the life sciences.",Physics and Society
21,2506.20691,"['Ferraciolli, Eduardo C.', 'Renzini, Francesco', 'Araujo, Tanya V.', 'Squazzoni, Flaminio']",The Devil's Dung? Money as a mechanism of generalized reciprocity in human societies,"St. Francis of Assisi (1181/82-1226) famously called money the devil's dung, and indeed money is often associated with greed, inequality, and corruption. Drawing on Nowak's five rules for the evolution of cooperation, we argue here that money promotes the formation of circuits of generalized reciprocity across human groups that are fundamental to social evolution. In an evolutionary tournament, we show that money exchange is an evolutionary stable strategy that promotes cooperation without relying on the cognitive demands of direct reciprocity or reputation mechanisms. However, we also find that excessive liquidity can be detrimental because it can distort the informational value of money as a signal of past cooperation, making defection more profitable. Our results suggest that, in addition to institutions that promoted trust and punishment, the emergence of institutions that regulated the money supply was key to maintaining generalized reciprocity within and across human groups.",Physics and Society
22,2506.20696,"['Mu, Siyu', 'Chan, Wei Xuan', 'Yap, Choon Hwai']",IMC-PINN-FE: A Physics-Informed Neural Network for Patient-Specific Left Ventricular Finite Element Modeling with Image Motion Consistency and Biomechanical Parameter Estimation,"Elucidating the biomechanical behavior of the myocardium is crucial for understanding cardiac physiology, but cannot be directly inferred from clinical imaging and typically requires finite element (FE) simulations. However, conventional FE methods are computationally expensive and often fail to reproduce observed cardiac motions. We propose IMC-PINN-FE, a physics-informed neural network (PINN) framework that integrates imaged motion consistency (IMC) with FE modeling for patient-specific left ventricular (LV) biomechanics. Cardiac motion is first estimated from MRI or echocardiography using either a pre-trained attention-based network or an unsupervised cyclic-regularized network, followed by extraction of motion modes. IMC-PINN-FE then rapidly estimates myocardial stiffness and active tension by fitting clinical pressure measurements, accelerating computation from hours to seconds compared to traditional inverse FE. Based on these parameters, it performs FE modeling across the cardiac cycle at 75x speedup. Through motion constraints, it matches imaged displacements more accurately, improving average Dice from 0.849 to 0.927, while preserving realistic pressure-volume behavior. IMC-PINN-FE advances previous PINN-FE models by introducing back-computation of material properties and better motion fidelity. Using motion from a single subject to reconstruct shape modes also avoids the need for large datasets and improves patient specificity. IMC-PINN-FE offers a robust and efficient approach for rapid, personalized, and image-consistent cardiac biomechanical modeling.",Medical Physics
23,2506.20700,"['Kim, Minseok', 'Kim, S. K.', 'Rothstein, A.', 'Steiner, P.', 'Erickson, K.', 'Lee, Y. H.', 'Han, H.', 'Hahn, Sang-hee', 'Juhn, J. W.', 'Kim, B.', 'Shousha, R.', 'Byun, C. S.', 'Butt, J.', 'Shin, ChangMin', 'Hwang, J.', 'Cha, Minsoo', 'Farre, Hiro', 'Yang, S. M.', 'Hu, Q.', 'Eldon, D.', 'Logan, N. C.', 'Jalalvand, A.', 'Kolemen, E.']",Control of pedestal-top electron density using RMP and gas puff at KSTAR,"We report the experimental results of controlling the pedestal-top electron density by applying resonant magnetic perturbation with the in-vessel control coils and the main gas puff in the 2024-2025 KSTAR experimental campaign. The density is reconstructed using a parametrized psi_N grid and the five channels of the line-averaged density measured by a two-colored interferometer. The reconstruction procedure is accelerated by deploying a multi-layer perceptron to run in about 120 microseconds and is fast enough for real-time control. A proportional-integration controller is adopted, with the controller gains being estimated from the system identification processes. The experimental results show that the developed controller can follow a dynamic target while exclusively using both actuators. The absolute percentage errors between the electron density at psi_N=0.89 and the target are approximately 1.5% median and a 2.5% average value. The developed controller can even lower the density by using the pump-out mechanism under RMP, and it can follow a more dynamic target than a single actuator controller. The developed controller will enable experimental scenario exploration within a shot by dynamically setting the density target or maintaining a constant electron density within a discharge.",Plasma Physics
24,2506.20718,"['Coelho, Ligia F.', 'Miranda, Catarina', 'Canas, Joao', 'Morgado, Miguel', 'Nunes, Diogo', 'Henriques, Andre F.', 'Langeveld, Adam B.']",One Giant Leap for Womankind: First Menstrual Cups Tested in Space Flight Conditions,"In the early days of space exploration, when Sally Ride was offered 100 tampons for a week-long mission, menstrual medical devices first began to be used in space conditions. Since then, hormonal menstrual suppression has become the preferred method for managing menstruation in space, offering significant advantages. However, this is not an option for astronauts who choose to menstruate. The lack of sustainable menstrual technologies will pose challenges for long-duration missions to the Moon and Mars, where astronauts may spend years in space. The AstroCup mission represents the first effort to test menstrual cups in spaceflight, evaluating their durability and functionality. Through material integrity tests and functional assessments using a rheological analogue of human blood, we demonstrate the resilience of menstrual cups and discuss their implications for sustainable menstrual management in future lunar and Martian missions.",Medical Physics
25,2506.20781,"['Yu, Zitong', 'Rahman, Md Ashequr', 'Li, Zekun', 'Ying, Chunwei', 'An, Hongyu', 'Benzinger, Tammie L. S.', 'Laforest, Richard', 'Luo, Jingqin', 'Norris, Scott A.', 'Jha, Abhinav K.']",Development and in silico imaging trial evaluation of a deep-learning-based transmission-less attenuation compensation method for DaT SPECT,"Quantitative measures of dopamine transporter (DaT) uptake in caudate, putamen, and globus pallidus derived from DaT-single-photon emission computed tomography (SPECT) images are being investigated as biomarkers to diagnose, assess disease status, and track the progression of Parkinsonism. Reliable quantification from DaT-SPECT images requires performing attenuation compensation (AC), typically with a separate X-ray CT scan. Such CT-based AC (CTAC) has multiple challenges, a key one being the non-availability of X-ray CT component on many clinical SPECT systems. Even when a CT is available, the additional CT scan leads to increased radiation dose, costs, and complexity, potential quantification errors due to SPECT-CT misalignment, and higher training and regulatory requirements. To overcome the challenges with the requirement of a CT scan for AC in DaT SPECT, we propose a deep learning (DL)-based transmission-less AC method for DaT-SPECT (DaT-CTLESS). An in silico imaging trial, titled ISIT-DaT, was designed to evaluate the performance of DaT-CTLESS on the regional uptake quantification task. We observed that DaT-CTLESS yielded a significantly higher correlation with CTAC than that between UAC and CTAC on the regional DaT uptake quantification task. Further, DaT-CLTESS had an excellent agreement with CTAC on this task, significantly outperformed UAC in distinguishing patients with normal versus reduced putamen SBR, yielded good generalizability across two scanners, was generally insensitive to intra-regional uptake heterogeneity, demonstrated good repeatability, exhibited robust performance even as the size of the training data was reduced, and generally outperformed the other considered DL methods on the task of quantifying regional uptake across different training dataset sizes. These results provide a strong motivation for further clinical evaluation of DaT-CTLESS.",Medical Physics
26,2506.20784,"['Lasa-Alonso, Jon', 'Molina-Terriza, Gabriel']",Lorentz invariant materials and metamaterials,"We show that electromagnetic constitutive relations of materials, defined by a scalar permittivity, $\varepsilon$, and permeability, $\mu$, are the same for all inertial observers provided that $\varepsilon\mu = 1$ is satisfied. To highlight the practical power of our general result, we discuss schemes in which this property plays a significant role, such as Fresnel-Fizeau optical drag or modified Snell's law for moving dielectrics. We also proof that such a particular behavior can be extended to systems like uniaxial anisotropic media or negative refractive index metamaterials.",Optics
