,paper,authors,title,abstract,cathegory
12,2505.08893,"['Qaisrani, Muhammad Nawaz', 'Kumar, Nandha', 'Dreßler, Christian', 'Gebauer, Ralph', 'Hassanali, Ali']","Acid Base Chemistry of Short Hydrogen Bonds: A Tale of Schr\""odinger's Cat in Glutamine-Derived Crystals","Short hydrogen bonds (SHBs), defined by donor-acceptor distances below 2.5 Angstrom, represent a distinct regime in acid-base chemistry where conventional models of hydrogen bonding break down. In an organic crystal formed via a temperature-induced chemical transformation of L-glutamine, we previously identified an SHB that is permissive to proton transfer, leading to a characteristic double-well potential implying an activated process. Herein, using path-integral ab initio molecular dynamics (PI-AIMD), we show that nuclear quantum effects (NQEs) completely eliminate the classical barrier, leading to a symmetrization of the proton along the hydrogen bond. While in the classical case the proton transfer is strongly coupled to the rocking modes of the ammonium ion in the crystal, NQEs significantly reduce these correlations. Examining the electronic structure through Wannier centers (WCs) further reveals a quantum-driven redistribution of bonding electrons, blurring the distinction between hydrogen bonding and covalency. Taken together, our findings indicate that NQEs in this organic crystal lead to a situation where both the donor and acceptor can simultaneously act as both an acid and a base.",Chemical Physics
13,2505.08900,"['Perezhogin, Pavel', 'Adcroft, Alistair', 'Zanna, Laure']",Generalizable neural-network parameterization of mesoscale eddies in idealized and global ocean models,"Data-driven methods have become popular to parameterize the effects of mesoscale eddies in ocean models. However, they perform poorly in generalization tasks and may require retuning if the grid resolution or ocean configuration changes. We address the generalization problem by enforcing physics constraints on a neural network parameterization of mesoscale eddy fluxes. We found that the local scaling of input and output features helps to generalize to unseen grid resolutions and depths offline in the global ocean. The scaling is based on dimensional analysis and incorporates grid spacing as a length scale. We formulate our findings as a general algorithm that can be used to enforce data-driven parameterizations with dimensional scaling. The new parameterization improves the representation of kinetic and potential energy in online simulations with idealized and global ocean models. Comparison to baseline parameterizations and impact on global ocean biases are discussed.",Atmospheric and Oceanic Physics
14,2505.08913,"['Vassallo, Antonio']",Shape space as a conceptual space,"The notion of shape space was introduced in the second half of the 20th Century as a useful analytical tool for tackling problems related to the intrinsic spatial configuration of material systems. In recent years, the geometrical properties of shape spaces have been investigated and exploited to construct a totally relational description of physics (classical, relativistic, and quantum). The main aim of this relational framework - originally championed by Julian Barbour and Bruno Bertotti - is to cast the dynamical description of material systems in dimensionless and scale-invariant terms only. As such, the Barbour-Bertotti approach to dynamics represents the technical implementation of the famous Leibnizian arguments against the reality of space and time as genuine substances. The question then arises about the status of shape space itself in this picture: Is it an actual physical space in which the fundamental relational dynamics unfolds, or is it just a useful mathematical construction? The present paper argues for the latter answer and, in doing so, explores the possibility that shape space is a peculiar case of a conceptual space.",History and Philosophy of Physics
15,2505.08929,"['Agababaev, V. A.', 'Prokhorchuk, E. A.', 'Glazov, D. A.', 'Malyshev, A. V.', 'Shabaev, V. M.', 'Volotka, A. V.']",QED effects in quadratic Zeeman splitting in highly charged hydrogen-like ions,"We present ab initio calculations of one-electron quantum electrodynamical corrections to the second-order Zeeman splitting for the $1s_{1/2}$, $2s_{1/2}$, and $2p_{1/2}$ states in highly charged hydrogen-like ions. The self-energy correction is evaluated using the rigorous QED approach. The vacuum polarization correction is evaluated within the electric-loop approximation. Calculations are performed for the wide range of nuclear charge number: $Z = 14 - 92$.",Atomic Physics
16,2505.08930,"['Khairulin, I. R.', 'Antonov, V. A.', 'Morskov, I. D.', 'Ryabikin, M. Yu.']",Petahertz-bandwidth spectral combs from the amplified spontaneous emission of a collisional plasma-based x-ray laser,"The possibility of generating spectral combs of petahertz bandwidth is demonstrated from amplified spontaneous emission (ASE) of a collisional plasma-based x-ray laser when its active medium is irradiated with a linearly polarized near-infrared (IR) laser field. It is shown that at a sufficiently high IR-field intensity these combs correspond to a sequence of subfemtosecond beats of extreme ultraviolet (XUV) radiation of a deterministic shape. At the same time, at a lower IR-field intensity ASE remains quasimonochromatic, but its frequency shifts as a result of the IR-field-induced quadratic Stark effect. In this case, the frequency tuning range of XUV radiation is approximately twice the frequency of the modulating IR field. In addition, modulation by the IR field leads to amplitude and frequency discrimination of the polarization components of ASE, parallel and orthogonal to the IR field. The possibility of observing these effects is analyzed for a collisional plasma x-ray laser based on neon-like Ti12+ ions with an unperturbed ASE wavelength of 32.6 nm and a modulating field with a wavelength of 1 {\mu}m and an intensity in the range of 10^16 - 10^17 W/cm^2.",Optics
17,2505.08973,"['Wong, Jeremy Wing Ching', 'Gabriel, Alice-Agnes', 'Fan, Wenyuan']",Dynamic restrengthening and fault heterogeneity explain megathrust earthquake complexity,"Megathrusts host Earth's largest earthquakes. Understanding the physical conditions controlling their rupture dynamics is critical for assessing seismic and tsunami hazards. These earthquakes often display complex rupture dynamics, exemplified by the 2011 Tohoku-Oki earthquake, which exhibited multiple rupture episodes, depth-dependent seismic radiation, and substantial tsunamigenic slip near the trench. However, how such complexity arises from preexisting physical conditions remains uncertain. Here, we demonstrate that the observed rupture complexity of the Tohoku-Oki earthquake can spontaneously and self-consistently emerge, driven by rapid coseismic frictional restrengthening and data-informed fault heterogeneity. We use an ensemble of 3D dynamic rupture simulations to identify that mixed downdip pulse-like and updip crack-like rupture are driven by dynamic stress redistribution with episodic rupture reactivation. By featuring low fault strength compared to its dynamic stress drop, a preferred model can consistently reproduce the observed complex depth-dependent propagation speeds, multiple rupture fronts as imaged by back-projection, and large tsunamigenic slip at the trench. Our findings demonstrate that preexisting fault heterogeneity conjointly with dynamic frictional weakening and restrengthening drives seemingly unexpected megathrust rupture complexity, highlighting the need to include dynamic effects into physics-based seismic and tsunami hazard assessments of future earthquakes.",Geophysics
18,2505.08983,"['Li, Dion', 'Liu, Zhuo', 'Loureiro, Nuno F.']",Role of ion acoustic instability in magnetic reconnection,"We report on a first-principles numerical study of magnetic reconnection in plasmas with different initial ion-to-electron temperature ratios. In cases where this ratio is significantly below unity, we observe intense wave activity in the diffusion region, driven by the ion-acoustic instability. Our analysis shows that the dominant macroscopic effect of this instability is to drive substantial ion heating. In contrast to earlier studies reporting significant anomalous resistivity, we find that anomalous contributions due to the ion-acoustic instability are minimal. These results shed light on the dynamical impact of this instability on reconnection processes, offering new insights into the fundamental physics governing collisionless reconnection.",Plasma Physics
19,2505.08987,"['Gilanliogullari, Onur', 'Mustapha, Brahim', 'Snopok, Pavel']",A Formalism for the Transport and Matching of Coupled Beams in Accelerators,"Understanding transverse coupling dynamics is crucial for beam physics, accelerator design, and operations. Currently, most accelerators are designed for uncoupled beams, and coupling is treated as an error or perturbation. Many transverse ($x$-$y$) coupling parametrizations exist: Edward-Teng, Mais-Ripken, Levedev-Bogacz, and others. Here, we present an explicit and complete formalism for transporting coupled beam optics functions based on Mais-Ripken and Lebedev-Bogacz parametrizations. The formalism allows for matching generally coupled beam optics functions but applies to uncoupled optics as well. A complete transformation method for coupled optics provides easy matching routines that can be added to known beam optics codes that lack this feature. For fully coupled lattices, we present methods for extracting eigenmode emittances and other beam parameters from observables that can be measured, which is essential to diagnose and characterize the beam in a real machine. We express the linear difference resonance in terms of coupled optics functions and relate it to the coupling strength parameter with explicit emittance exchange formalism realized from the generating functions discussed here.",Accelerator Physics
20,2505.08993,"['Herko, Jakub', 'Caprio, Mark A.', 'McCoy, Anna E.', 'Fasano, Patrick J.']",A modern Fortran library for SU(3) coupling and recoupling coefficients,"The group $\mathrm{SU}(3)$ has applications in several branches of physics. Many of these applications depend on availability of $\mathrm{SU}(3)$ coupling and recoupling coefficients. We have developed a modern Fortran library for calculation of the coupling coefficients, for both the $\mathrm{SU}(3)\supset\mathrm{U}(1)\times\mathrm{SU}(2)$ and $\mathrm{SU}(3)\supset\mathrm{SO}(3)$ group chains, and the recoupling coefficients. The library implements the algorithms of Draayer, Akiyama, and Millener, which are laid out in the paper. Performance of the library has been tested and compared to the Akiyama-Draayer (AD) library implementing the same algorithms as well as to a more recent implementation. Our library works for a larger range of $\mathrm{SU}(3)$ quantum numbers and provides more accurate coupling coefficients with large quantum numbers than the AD library.",Computational Physics
21,2505.08997,"['Momenzadeh, Melika', 'Sun, Ke', 'Wu, Qiming', 'You, Bingran', 'Tang, Yu-Lung', 'Häffner, Hartmut', 'Shcherbakov, Maxim Radikovich']",Scalable Trapped Ion Addressing with Adjoint-optimized Multimode Photonic Circuits,"Trapped-ion quantum computing requires precise optical control for individual qubit manipulation. However, conventional free-space optics face challenges in alignment stability and scalability as the number of qubits increases. Integrated photonics offers a promising alternative, providing miniaturized optical systems on a chip. Here, we propose a design for a multimode photonic circuit integrated with a surface-electrode ion trap capable of targeted and reconfigurable light delivery. Three closely positioned ions can be addressed using a focusing grating coupler that emits multimode light through electrode openings to ions trapped 80 $\mu$m above the chip. Simulations show that the couplers achieve diffraction-limited spot with a 4.3 $\mu$m beam waist along the trap axis and 2.2 $\mu$m perpendicular to the trap axis. Controlled interference of the TE$_{\text{10}}$ and TE$_{\text{20}}$ modes results in crosstalk of -20 dB to -30 dB at ion separations of 5-8 $\mu$m when addressing ions individually, and down to -60 dB when two of the three ions are addressed simultaneously. Additionally, the higher-order TE modes can offer a novel mechanism for driving spin-motion coupling transitions, potentially enabling alternative approaches to quantum gates and simulations. The proposed integrated platform offers a viable path for constructing large-scale trapped-ion systems, leveraging the benefits of nanophotonic design for precise and reliable ion manipulation.",Optics
22,2505.09023,"['Bala, M.', 'Krzemien, W.', 'Hiesmayr, B. C.', 'Baran, J.', 'Dulski, K.', 'Klimaszewski, K.', 'Raczynski, L.', 'Shopa, R. Y.', 'Wislicki, W.']",Probing arbitrary polarized photon pairs undergoing double Compton scatterings by a dedicated MC simulator validated with experimental data,"Quantum correlations in the polarization degrees of freedom of the two-photon system have been extensively studied and form our current understanding of the quantum nature of our world. Most of the studies are concentrated on the low-energy (optical) photon pairs, for which efficient polarization measurement devices exist. However, for high-energetic (MeV) pairs of photons, e.g. produced in the decay of positronium atoms, no polarizers are available. Partial information about the polarization degree of freedom can be extracted by exploiting the measurements of photon pairs that undergo double Compton scattering. We present a Geant4-based Monte Carlo Vienna-Warsaw model capable of simulating any initial polarization state of bipartite photons. This puts us in a position to derive the behavior of the experimental observable, the angular difference $\Delta\hat\Phi$ formed by the two scattering planes. We validate our Vienna-Warsaw simulator with the high-statistics experimental sample -- based on a total of $3 \times 10^5 $ event candidates -- of two-photon pairs measured with the J-PET Big Barrel detector. We deduce the value of the squared visibility (interference contrast) encoding the polarization in the angle difference of the two scattering planes, $\Delta\hat\Phi$. The simulated spectra are in good agreement with the experimental correlation spectra and behave as predicted by theory.",Instrumentation and Detectors
23,2505.09044,"['Spurin, Catherine', 'Callas, Catherine', 'Kurotori, Takeshi', 'Tchelepi, Hamdi A.', 'Benson, Sally M.']",Sensitivity of Trapping Efficiency and Relative Permeability to Experimental Methodology in Laboratory Core Flooding,"Understanding the migration and trapping of CO$_2$ in the subsurface is vital to geologic carbon storage projects. Traditional characterization methods employ steady-state co-injection experiments to determine relative permeability and trapping efficiency. Although laboratory studies aim to replicate reservoir conditions, co-injection experiments are often selected because they facilitate steady-state flow and reduce capillary end effects. The fundamental influence of this experimental design choice on measured petrophysical parameters remains inadequately characterized. This study presents a comparative analysis between co-injection and single-phase injection experiments, specifically investigating how experimental methodology influences both trapping efficiency and pressure differential across the core sample (which is used to calculate relative permeability). Our results demonstrate significant variations in trapping behavior between these injection techniques, suggesting that the traditional focus on co-injection experiments may overlook important physical flow phenomena. Differences between injection techniques could be strategically exploited in field applications to enhance residual trapping capacity in subsurface CO$_2$ storage operations. This work highlights the importance of understanding experimental artifacts in core flooding studies and their potential applications for improving carbon storage efficiency.",Geophysics
24,2505.09060,"['Langner, Johanna', 'Weber, Isabelle', 'Witek, Henryk A.', 'Lee, Yuan-Pern']",SpectraMatcher: A Python Program for Interactive Analysis and Peak Assignment of Vibronic Spectra,"SpectraMatcher is a cross-platform desktop application for interactive comparison of experimental and computed vibronic spectra, designed to assist in the recognition and assignment of spectral patterns. It provides an intuitive graphical interface -- with no coding or scripting required -- for importing experimental spectra, visualizing them alongside the corresponding theoretical spectra constructed from Gaussian frequency calculations, and adjusting key parameters such as peak width, intensity scaling factors, and vibration-type-specific anharmonic corrections. SpectraMatcher features an automated peak-matching algorithm that assigns experimental and computed peaks based on their intensity ratio and proximity. Assignments and spectra can be exported in multiple formats for publication or for further analysis. The software remains responsive even for large datasets, and supports efficient and reproducible interpretation of vibronic spectra.",Chemical Physics
25,2505.09071,"['Behnoudfar, Diba']",Autoencoder-based Dimensionality Reduction for Accelerating the Solution of Nonlinear Time-Dependent PDEs: Transport in Porous Media with Reactions,"Physics-based models often involve large systems of parametrized partial differential equations, where design parameters control various properties. However, high-fidelity simulations of such systems on large domains or with high grid resolution can be computationally expensive for the accurate evaluation of a large number of parameters. Reduced-order modeling has emerged as a solution to reduce the dimensionality of such problems. This work focuses on a nonlinear compression technique using a convolutional autoencoder for accelerating the solution of transport in porous media problems. The model demonstrates successful training, achieving a mean square error (MSE) on the order of \num{1e-3} for the validation data. For an unseen parameter set, the model exhibits mixed performance; it achieves acceptable accuracy for larger time steps but shows lower performance for earlier times. This issue could potentially be resolved by fine-tuning the network architecture.",Computational Physics
