,paper,authors,title,abstract,cathegory
10,2510.08440,"['Gustafsson, F. P.', 'Volponi, M.', 'Zielinski, J.', 'Asare, A.', 'Hwang, I.', 'Campos, S. Alfaro', 'Auzins, M.', 'Bhanushali, D.', 'Bhartia, A.', 'Berghold, M.', 'Brusa, R. S.', 'Calik, K.', 'Camper, A.', 'Caravita, R.', 'Castelli, F.', 'Cerchiari, G.', 'Chandran, S.', 'Chehaimi, A.', 'Choudapurkar, S.', 'Ciuryło, R.', 'Conte, P.', 'Consolati, G.', 'Doser, M.', 'Ferguson, R.', 'Germann, M.', 'Giszczak, A.', 'Glöggler, L. T.', 'Graczykowski, Ł.', 'Grosbart, M.', 'Guatieri, F.', 'Gusakova, N.', 'Haider, S.', 'Huck, S.', 'Hugenschmidt, C.', 'Jakubowska, M.', 'Janik, M. A.', 'Kasprowicz, G.', 'Kempny, K.', 'Khatri, G.', 'Kisiel, A.', 'Kłosowski, Ł.', 'Kornakov, G.', 'Krumins, V.', 'Lappo, L.', 'Linek, A.', 'Mariazzi, S.', 'Moskal, P.', 'Münster, M.', 'Pandey, P.', 'Penasa, L.', 'Piwiński, M.', 'Prelz, F.', 'Rauschendorfer, T.', 'Rawat, B. S.', 'Rienäcker, B.', 'Rodin, V.', 'Sandaker, H.', 'Sharma, S.', 'Sowiński, T.', 'Tēberga, E.', 'Tockner, M.', 'Welsch, C. P.', 'Zawada, M.', 'Zurlo, N.']",Spectrometry of Captured Highly Charged Ions Produced Following Antiproton Annihilations,"We report a proof-of-principle study demonstrating the first capture and time-of-flight spectrometry of highly charged ions (HCIs) produced following antiproton annihilations in a Penning-Malmberg trap. A multi-step nested-trap technique was developed using the \aegis\ experiment to identify annihilation-linked captured ions. The trapping and spectrometry of helium and argon ions demonstrates the approach. This work establishes a foundation for the in-trap synthesis of radioactive HCIs and the study of cold nuclear annihilation fragments, with the long-term goal of enabling a sensitive tool for probing the outer nuclear periphery.",Nuclear Experiment
11,2510.08478,"['Golestanian, Ramin']",Anomalous Diffusion in Driven Electrolytes due to Hydrodynamic Fluctuations,"The stochastic dynamics of tracers arising from hydrodynamic fluctuations in a driven electrolyte is studied using a self-consistent field-theory framework in all dimensions. A plethora of scaling behaviour that includes two distinct regimes of anomalous diffusion is found, and the crossovers between them are characterized in terms of the different tuning parameters. A short-time ballistic regime is found to be accessible beyond two dimensions, whereas a long-time diffusive regime is found to be present only at four dimensions and above. The results showcase how long-ranged hydrodynamic interactions can dominate the dynamics of non-equilibrium steady states in ionic suspensions and produce strong fluctuations despite the presence of Debye screening.",Soft Condensed Matter
12,2510.08493,"['Kazi, Sujay', 'Marvian, Iman']",Optimal Distillation of Qubit Clocks,"We study coherence distillation under time-translation-invariant operations: given many copies of a quantum state containing coherence in the energy eigenbasis, the aim is to produce a purer coherent state while respecting the time-translation symmetry. This symmetry ensures that the output remains synchronized with the input and that the process can be realized by energy-conserving unitaries coupling the system to a reservoir initially in an energy eigenstate, thereby modeling thermal operations supplemented by a work reservoir or battery. For qubit systems, we determine the optimal asymptotic fidelity and show that it is governed by the purity of coherence, a measure of asymmetry derived from the right logarithmic derivative (RLD) Fisher information. In particular, we find that the lowest achievable infidelity (one minus fidelity) scales as $1/N$ times the reciprocal of the purity of coherence of each input qubit, where $N$ is the number of copies, giving this quantity a clear operational meaning. We additionally study many other interesting aspects of the coherence distillation problem for qubits, including computing higher-order corrections to the lowest achievable infidelity up to $O(1/N^3)$, and expressing the optimal channel as a boundary value problem that can be solved numerically.",Quantum Physics
13,2510.08637,"['Mohammadpour, Mostafa', 'Gashti, Mehdi Zekriyapanah', 'Gasimov, Yusif S.']",Detection of high-frequency oscillations using time-frequency analysis,"High-frequency oscillations (HFOs) are a new biomarker for identifying the epileptogenic zone. Mapping HFO-generating regions can improve the precision of resection sites in patients with refractory epilepsy. However, detecting HFOs remains challenging, and their clinical features are not yet fully defined. Visual identification of HFOs is time-consuming, labor-intensive, and subjective. As a result, developing automated methods to detect HFOs is critical for research and clinical use. In this study, we developed a novel method for detecting HFOs in the ripple and fast ripple frequency bands (80-500 Hz). We validated it using both controlled datasets and data from epilepsy patients. Our method employs an unsupervised clustering technique to categorize events extracted from the time-frequency domain using the S-transform. The proposed detector differentiates HFOs events from spikes, background activity, and artifacts. Compared to existing detectors, our method achieved a sensitivity of 97.67%, a precision of 98.57%, and an F-score of 97.78% on the controlled dataset. In epilepsy patients, our results showed a stronger correlation with surgical outcomes, with a ratio of 0.73 between HFOs rates in resected versus non-resected contacts. The study confirmed previous findings that HFOs are promising biomarkers of epileptogenicity in epileptic patients. Removing HFOs, especially fast ripple, leads to seizure freedom, while remaining HFOs lead to seizure recurrence.",Computer Vision and Pattern Recognition
14,2510.08639,"['Ganguly, Ankan', 'Bhattacharya, Bhaswar B.']",Multiplexons: Limits of Multiplex Networks,"In a multiplex network, a set of nodes is connected by different types of interactions, each represented as a separate layer within the network. Multiplexes have emerged as a key instrument for modeling large-scale complex systems, due to the widespread coexistence of diverse interactions in social, industrial, and biological domains. This motivates the development of a rigorous and readily applicable framework for studying properties of large multiplex networks. In this article, we provide a self-contained introduction to the limit theory of dense multiplex networks, analogous to the theory of graphons (limit theory of dense graphs). As applications, we derive limiting analogues of commonly used multiplex features, such as degree distributions and clustering coefficients. We also present a range of illustrative examples, including correlated versions of Erd\H{o}s-R\'enyi and inhomogeneous random graph models and dynamic networks. Finally, we discuss how multiplex networks fit within the broader framework of decorated graphs, and how the convergence results can be recovered from the limit theory of decorated graphs. Several future directions are outlined for further developing the multiplex limit theory.",Probability
15,2510.08693,"['Kikura, Seigo', 'Goto, Hayato', 'Hanamura, Fumiya', 'Aoki, Takao']",Single-shot conditional displacement gate between a trapped atom and traveling light,"We propose a single-shot conditional displacement gate between a trapped atom as the control qubit and a traveling light pulse as the target oscillator, mediated by an optical cavity. Classical driving of the atom synchronized with the light reflection off the cavity realizes the single-shot implementation of the crucial gate for the universal control of hybrid systems. We further derive a concise gate model incorporating cavity loss and atomic decay, facilitating the evaluation and optimization of the gate performance. This proposal establishes a key practical tool for coherently linking stationary atoms with itinerant light, a capability essential for realizing hybrid quantum information processing.",Quantum Physics
16,2510.08844,"['Lichtenberg, Tim', 'Shorttle, Oliver', 'Teske, Johanna', 'Kempton, Eliza M. -R.']",Constraining exoplanet interiors using observations of their atmospheres,"Astronomical surveys have identified numerous exoplanets with bulk compositions that are unlike the planets of the Solar System, including rocky super-Earths and gas-enveloped sub-Neptunes. Observing the atmospheres of these objects provides information on the geological processes that influence their climates and surfaces. In this Review, we summarize the current understanding of these planets, including insights into the interaction between the atmosphere and interior based on observations made with the James Webb Space Telescope (JWST). We describe the expected climatic and interior planetary regimes for planets with different density and stellar flux and how those regimes might be observationally distinguished. We also identify the observational, experimental, and theoretical innovations that will be required to characterize Earth-like exoplanets.",Earth and Planetary Astrophysics
17,2510.08865,"['Cutforth, Murray', 'Yang, Yiming', 'Fan, Tiffany', 'Guillas, Serge', 'Darve, Eric']",Multi-fidelity Batch Active Learning for Gaussian Process Classifiers,"Many science and engineering problems rely on expensive computational simulations, where a multi-fidelity approach can accelerate the exploration of a parameter space. We study efficient allocation of a simulation budget using a Gaussian Process (GP) model in the binary simulation output case. This paper introduces Bernoulli Parameter Mutual Information (BPMI), a batch active learning algorithm for multi-fidelity GP classifiers. BPMI circumvents the intractability of calculating mutual information in the probability space by employing a first-order Taylor expansion of the link function. We evaluate BPMI against several baselines on two synthetic test cases and a complex, real-world application involving the simulation of a laser-ignited rocket combustor. In all experiments, BPMI demonstrates superior performance, achieving higher predictive accuracy for a fixed computational budget.",Machine Learning
18,2510.08879,"['Holoman, Tyla R.', 'Prajwal, B. P.', 'Hocky, Glen M.', 'Truskett, Thomas M.']",Simulating dynamic bonding in soft materials,"Dynamic bonding is an essential feature of many soft materials. Molecular simulations have proven to be a powerful tool for modeling bonding kinetics and thermodynamics in these materials, providing insights into their properties that cannot be obtained by experiments alone. Here, we review recent advances in modeling dynamic bonding in soft matter via molecular dynamics, Monte Carlo, and hybrid simulation methods, highlighting outstanding challenges and future directions.",Soft Condensed Matter
19,2510.08906,"['Trestman, Morris', 'Gugler, Stefan', 'Faber, Felix A.', 'von Lilienfeld, O. A.']",Gradient-Guided Furthest Point Sampling for Robust Training Set Selection,"Training set sampling methods are used to improve model performance and lower data costs in machine learning problems relevant to chemistry. We introduce Gradient Guided Furthest Point Sampling (GGFPS), a simple extension of Furthest Point Sampling (FPS) that leverages molecular force norms to guide efficient sampling of configurational spaces of molecules. Numerical evidence is presented for a toy system (the Styblinski-Tang function) as well as for molecular dynamics trajectories from the MD17 dataset. Our numerical results indicate superior data efficiency and model robustness when using GGFPS compared to FPS and uniform random sampling (URS), as well as established supervised FPS-style selectors, PCov-FPS and PCov-CUR. Distribution analysis of the MD17 data suggests that FPS systematically under-samples equilibrium geometries, resulting in large test errors for relaxed structures. GGFPS cures this artifact and (i) enables up to twofold reductions in training cost without sacrificing predictive accuracy compared to FPS in the 2-dimensional Styblinski-Tang system, (ii) systematically lowers prediction errors for equilibrium as well as strained structures in MD17, and (iii) systematically decreases prediction error variances across all of the MD17 configuration spaces. These results suggest that gradient-aware sampling methods hold great promise as effective training set selection tools, and that naive use of FPS may result in imbalanced training and inconsistent prediction outcomes.",Machine Learning
20,2510.09040,"['Jana, Nirmalya', 'Agarwal, Amit', 'Pal, Koushik']","Atomistic origin of low thermal conductivity in quaternary chalcogenides Cu(Cd, Zn)$_2$InTe$_4$","Crystalline semiconductors with intrinsically low lattice thermal conductivity ($\mathcal{K}$) are vital for device applications such as barrier coatings and thermoelectrics. Quaternary chalcogenide semiconductors such as CuCd$_2$InTe$_4$ and CuZn$_2$InTe$_4$ are experimentally shown to exhibit low $\mathcal{K}$, yet its microscopic origin remains poorly understood. Here, we analyse their thermal transport mechanisms using a unified first-principles framework that captures both the Peierls (particle-like propagation, $\mathcal{K}_P$) and coherence (wave-like tunneling, $\mathcal{K}_C$) mechanisms of phonon transport. We show that extended antibonding states below the Fermi level lead to enhanced phonon anharmonicity and strong scattering of heat-carrying phonon modes, suppressing $\mathcal{K}$ in these chalcogenides. We show that $\mathcal{K}_P$ dominates the total thermal conductivity, while $\mathcal{K}_C$ remains negligible even under strong anharmonicity of the phonon modes. The heavier Cd ions in CuCd$_2$InTe$_4$ induce greater acoustic-optical phonon overlap and scattering compared to CuZn$_2$InTe$_4$, further lowering thermal conductivity of the former. Additionally, grain boundary scattering in realistic samples contributes to further suppression of thermal transport. Our findings establish the atomistic origins of low $\mathcal{K}$ in quaternary chalcogenides and offer guiding principles for designing low-thermal-conductivity semiconductors.",Materials Science
21,2510.09082,"['Wang, Bicheng', 'Wang, Junping', 'Xue, Yibo']",Physics-Informed High-order Graph Dynamics Identification Learning for Predicting Complex Networks Long-term Dynamics,"Learning complex network dynamics is fundamental to understanding, modelling and controlling real-world complex systems. There are two main problems in the task of predicting the dynamic evolution of complex networks: on the one hand, existing methods usually use simple graphs to describe the relationships in complex networks; however, this approach can only capture pairwise relationships, while there may be rich non-pairwise structured relationships in the network. First-order GNNs have difficulty in capturing dynamic non-pairwise relationships. On the other hand, theoretical prediction models lack accuracy and data-driven prediction models lack interpretability. To address the above problems, this paper proposes a higher-order network dynamics identification method for long-term dynamic prediction of complex networks. Firstly, to address the problem that traditional graph machine learning can only deal with pairwise relations, dynamic hypergraph learning is introduced to capture the higher-order non-pairwise relations among complex networks and improve the accuracy of complex network modelling. Then, a dual-driven dynamic prediction module for physical data is proposed. The Koopman operator theory is introduced to transform the nonlinear dynamical differential equations for the dynamic evolution of complex networks into linear systems for solving. Meanwhile, the physical information neural differential equation method is utilised to ensure that the dynamic evolution conforms to the physical laws. The dual-drive dynamic prediction module ensures both accuracy and interpretability of the prediction. Validated on public datasets and self-built industrial chain network datasets, the experimental results show that the method in this paper has good prediction accuracy and long-term prediction performance.",Artificial Intelligence
22,2510.09123,"['Auricchio, Gennaro', 'Toscani, Giuseppe']",Energy distance and evolution problems: a promising tool for kinetic equations,"We study the rate of convergence to equilibrium of the solutions to Fokker-Planck type equations with linear drift by means of Cram\'er and Energy distances, which have been recently widely used in problems related to AI, in particular for tasks related to machine learning. In all cases in which the Fokker-Planck type equations can be treated through these distances, it is shown that the rate of decay is improved with respect to known results which are based on the decay of relative entropy.",Analysis of PDEs
23,2510.09150,"['Goto, Hikaru', 'Okugawa, Ryo', 'Tohyama, Takami']",Chern insulators and topological flat bands in cavity-embedded kagome systems,"We investigate topological band structures of a kagome system coupled to a circularly polarized cavity mode, using a model based on a muffin-tin potential and quantum light-matter interaction. We show that Chern insulating phases emerge in the cavity-embedded kagome system due to the light-matter interaction that breaks time-reversal symmetry. We also find that a nearly flat band can be topologically nontrivial with a nonzero Chern number. By varying the light-matter interaction, we also reveal that topological phase transitions occur between different Chern insulating phases in the ultrastrong coupling regime. The phase transitions change the sign of the Chern number, switching the direction of the edge current. We demonstrate the existence of topological edge modes in the cavity-embedded kagome Chern insulators by constructing a low-energy effective tight-binding model.",Mesoscale and Nanoscale Physics
24,2510.09327,"['Qi, Jianyuan', 'Xiong, Shijie', 'Ma, Beining', 'Shen, Xinghai']",A Room-Temperature Ferrotoroidic Material Exhibiting Magnetic Semiconductor Properties with Superhigh Hole Mobility,"The design and fabrication of room-temperature ferrotoroidic materials and magnetic semiconductors are recognized worldwide as a great challenge, and of both theoretical and practical importance in the field of condensed matter physics and information storage. Reported herein are ferrotoroidic crystal powder and film formed by supramolecular self-assembly based on uranyl and cyclodextrin, with the Curie temperature above room temperature. Experimental measurements and calculations demonstrate spontaneous vortex-like alignment of magnetic moments and furthermore a macroscopic long-range arrangement in the crystal, which breaks simultaneously space-inversion and time-reversal symmetries, exhibiting strong superexchange, spin-orbit coupling as well as anomalous Hall effect (AHE). The electrical measurements show the film with a superhigh carrier mobility of 3200 cm2*V-1*s-1 and a Hall resistivity as high as 0.32 mV*A-1*cm at room temperature. This work is expected to pave greatly the applied research on new-generation magnetoresistive random access memory (MRAM), especially as flexible material.",Materials Science
25,2510.09341,"['Sun, Hanlin', 'Radicchi, Filippo', 'Bianconi, Ginestra']",Triadic percolation on multilayer networks,"Triadic interactions are special types of higher-order interactions that occur when regulator nodes modulate the interactions between other two or more nodes. In presence of triadic interactions, a percolation process occurring on a single-layer network becomes a fully-fledged dynamical system, characterized by period-doubling and a route to chaos. Here, we generalize the model to multilayer networks and name it as the multilayer triadic percolation (MTP) model. We find a much richer dynamical behavior of the MTP model than its single-layer counterpart. MTP displays a Neimark-Sacker bifurcation, leading to oscillations of arbitrarily large period or pseudo-periodic oscillations. Moreover, MTP admits period-two oscillations without negative regulatory interactions, whereas single-layer systems only display discontinuous hybrid transitions. This comprehensive model offers new insights on the importance of regulatory interactions in real-world systems such as brain networks, climate, and ecological systems.",Adaptation and Self-Organizing Systems
26,2510.09360,"['Nwachukwu, Alwell', 'Garba, Muhammad', 'Ali, Jamel', 'Siegrist, Theo', 'Humayun, Munir', 'Mohammadigoushki, Hadi']",Magnetically Assisted Separation of Weakly Magnetic Metal Ions in Porous Media.Part 1: Experiments,"We report experiments on the magnetophoresis of paramagnetic (MnCl2) and diamagnetic (ZnCl2) metal ions in porous media under the influence of a non-uniform magnetic field generated by a permanent magnet. Experiments were carried out in a range of initial ion concentrations (1-100 mM), porous media particle sizes (63 um and 500 um), and varying mixture ratios of metal ion concentrations. For single-ion magnetophoresis, paramagnetic MnCl2 migrated toward the magnet surface, with an enrichment of approximately 2-4 percent near regions of high magnetic field. Conversely, diamagnetic ZnCl2 moved away from regions of highest magnetic field gradients, with depletion levels of 0.5-1.8 percent relative to the initial concentration. Our results demonstrate that magnetophoresis is directly proportional to porous media particle size, increasing with larger particle sizes, a trend attributed to the reduced drag forces experienced by the ions in media with larger particles. Interestingly, in binary mixtures, both MnCl2 and ZnCl2 migrated toward regions of highest magnetic field, contrary to their individual behaviors. The magnetophoretic effect of MnCl2 was diminished with increasing concentrations of ZnCl2, indicating interactions between the two ions. These findings suggest that both metal ions undergo field-induced cluster formation, with cluster sizes in the micrometer range, in both single and binary ion systems. In binary mixtures, the two ions appear to interact, potentially forming mixed clusters containing both MnCl2 and ZnCl2.",Materials Science
27,2510.09384,"['Sasai, Takeo', 'Borraccini, Giacomo', 'Huang, Yue-Kai', 'Nishizawa, Hideki', 'Wang, Zehao', 'Chen, Tingjun', 'Sone, Yoshiaki', 'Takahashi, Minami', 'Matsumura, Tatsuya', 'Nakamura, Masanori', 'Yamazaki, Etsushi', 'Takasugi, Koichi', 'Wang, Ting', 'Kisaka, Yoshiaki']",Optical Link Tomography: First Field Trial and 4D Extension,"Optical link tomography (OLT) is a rapidly evolving field that allows the multi-span, end-to-end visualization of optical power along fiber links in multiple dimensions from network endpoints, solely by processing signals received at coherent receivers. This paper has two objectives: (1) to report the first field trial of OLT, using a commercial transponder under standard DWDM transmission, and (2) to extend its capability to visualize across 4D (distance, time, frequency, and polarization), allowing for locating and measuring multiple QoT degradation causes, including time-varying power anomalies, spectral anomalies, and excessive polarization dependent loss. We also address a critical aspect of OLT, i.e., its need for high fiber launch power, by improving power profile signal-to-noise ratio through averaging across all available dimensions. Consequently, multiple loss anomalies in a field-deployed link are observed even at launch power lower than the system-optimal level. The applications and use cases of OLT from network commissioning to provisioning and operation for current and near-term network scenarios are also discussed.",Signal Processing
28,2510.09402,"['Bal, Guillaume', 'Nair, Anjali']",Complex Gaussianity and spatio-frequential memory effect of random wave processes,"Wavefield speckle patterns are generated by interference of randomly scattered coherent light. In the weak-coupling regime of the It\^o-Schr\""odinger paraxial model for long-distance wave propagation, we show the following multiscale character: a macroscopic envelope solves a deterministic diffusion equation while the local wavefield (the speckle) is described by a complex Gaussian process both in terms of spatial axial and lateral displacements as well as frequency and angular variations of the incident wavebeam. These results describe speckle patterns and corroborate chromato-spatial memory effects observed in laser light propagation through heterogeneous media.",Analysis of PDEs
